"booking_service_id","booking_id","service_id","quantity","unit_price_inr","base_amount_inr","gst_amount_inr","total_price_inr","service_date","service_time","status","staff_assigned","special_instructions","guest_rating","guest_feedback","created_at","updated_at"
"BS001233","IND001384","SVC0156",2,"6256.19","12512.38","2252.23","14764.61","2025-07-05","10:45:00","Pending","EMP0151","Group service",4,"Very good experience","2025-07-05 01:06:40","2025-07-05 18:06:40"
"BS001234","IND000433","SVC0122",2,"5950.87","11901.74","2142.31","14044.05","2025-09-07","22:30:00","Pending","EMP0670","Call before arrival",3,"Satisfied","2025-09-06 13:06:40","2025-09-07 18:06:40"
"BS001235","IND000813","SVC0239",5,"2307.22","11536.10","2076.50","13612.60","2025-08-17","14:20:00","In Progress","EMP0319","English speaking staff",5,"Highly recommended","2025-08-14 19:06:40","2025-08-17 18:06:40"
"BS001236","IND001235","SVC0072",5,"7633.69","38168.45","6870.32","45038.77","2025-07-21","18:07:00","Cancelled","EMP0532","English speaking staff",3,"Outstanding","2025-07-19 04:06:40","2025-07-21 18:06:40"
"BS001237","IND004142","SVC0241",4,"2834.70","11338.80","2040.98","13379.78","2025-06-28","19:45:00","In Progress","EMP0417","Hindi speaking staff",NULL,"Satisfied","2025-06-27 03:06:40","2025-06-28 18:06:40"
"BS001238","IND001733","SVC0006",3,"2287.88","6863.64","1235.46","8099.10","2025-08-11","12:01:00","In Progress","EMP0631","None",5,"Satisfied","2025-08-11 17:06:40","2025-08-11 18:06:40"
"BS001239","IND004289","SVC0007",5,"3581.39","17906.95","3223.25","21130.20","2025-08-26","16:27:00","In Progress","EMP0417","Early morning service",4,"Excellent service","2025-08-23 22:06:40","2025-08-26 18:06:40"
"BS001240","IND000936","SVC0084",3,"771.74","2315.22","416.74","2731.96","2025-06-24","14:36:00","Confirmed","EMP0414","Early morning service",3,"Average experience","2025-06-24 13:06:40","2025-06-24 18:06:40"
"BS001241","IND003449","SVC0017",5,"4077.55","20387.75","3669.80","24057.55","2025-07-21","21:27:00","Completed","EMP0458","Private session",4,NULL,"2025-07-19 02:06:40","2025-07-21 18:06:40"
"BS001242","IND001661","SVC0273",2,"6632.53","13265.06","2387.71","15652.77","2025-06-30","22:57:00","Cancelled","EMP0686","No spicy food",3,NULL,"2025-06-27 22:06:40","2025-06-30 18:06:40"
"BS001243","IND002609","SVC0012",1,"4004.70","4004.70","720.85","4725.55","2025-10-16","16:09:00","Cancelled","EMP0391","Call before arrival",3,"Good service","2025-10-14 10:06:40","2025-10-16 18:06:40"
"BS001244","IND000006","SVC0026",1,"5957.64","5957.64","1072.38","7030.02","2025-07-26","15:41:00","Pending","EMP0418","Hindi speaking staff",4,"Very good experience","2025-07-24 22:06:40","2025-07-26 18:06:40"
"BS001245","IND002618","SVC0261",2,"7954.69","15909.38","2863.69","18773.07","2025-09-25","23:36:00","Completed","EMP0134","Vegetarian preference",NULL,"Satisfied","2025-09-23 00:06:40","2025-09-25 18:06:40"
"BS001246","IND002628","SVC0145",1,"7331.85","7331.85","1319.73","8651.58","2025-07-20","11:31:00","Cancelled","EMP0002","None",NULL,"Highly recommended","2025-07-18 13:06:40","2025-07-20 18:06:40"
"BS001247","IND000858","SVC0191",2,"4633.74","9267.48","1668.15","10935.63","2025-08-21","09:36:00","Cancelled","EMP0286","Call before arrival",4,"Excellent service","2025-08-20 19:06:40","2025-08-21 18:06:40"
"BS001248","IND000433","SVC0214",4,"1227.32","4909.28","883.67","5792.95","2025-10-03","13:12:00","In Progress","EMP0259","None",5,"Average experience","2025-10-01 02:06:40","2025-10-03 18:06:40"
"BS001249","IND000587","SVC0283",5,"364.53","1822.65","328.08","2150.73","2025-07-30","19:08:00","Confirmed","EMP0625","None",4,NULL,"2025-07-27 19:06:40","2025-07-30 18:06:40"
"BS001250","IND000469","SVC0022",4,"3071.16","12284.64","2211.24","14495.88","2025-08-12","18:43:00","In Progress","EMP0752","Private session",NULL,"Very good experience","2025-08-11 13:06:40","2025-08-12 18:06:40"
"BS001251","IND003023","SVC0250",3,"3592.19","10776.57","1939.78","12716.35","2025-09-06","16:33:00","Confirmed","EMP0040","English speaking staff",3,"Good service","2025-09-06 01:06:40","2025-09-06 18:06:40"
"BS001252","IND000464","SVC0034",1,"5514.94","5514.94","992.69","6507.63","2025-10-18","21:10:00","Confirmed","EMP0020","Group service",NULL,"Outstanding","2025-10-18 17:06:40","2025-10-18 18:06:40"
"BS001253","IND003285","SVC0066",2,"5796.45","11592.90","2086.72","13679.62","2025-09-02","12:47:00","Cancelled","EMP0039","Group service",4,"Average experience","2025-09-01 18:06:40","2025-09-02 18:06:40"
"BS001254","IND004372","SVC0300",3,"7954.22","23862.66","4295.28","28157.94","2025-07-15","06:06:00","Cancelled","EMP0439","Private session",4,"Outstanding","2025-07-14 12:06:40","2025-07-15 18:06:40"
"BS001255","IND001513","SVC0275",1,"6381.54","6381.54","1148.68","7530.22","2025-08-11","20:29:00","In Progress","EMP0074","None",4,NULL,"2025-08-09 07:06:40","2025-08-11 18:06:40"
"BS001256","IND003390","SVC0154",4,"1171.83","4687.32","843.72","5531.04","2025-09-10","18:03:00","Pending","EMP0647","Private session",NULL,"Excellent service","2025-09-08 16:06:40","2025-09-10 18:06:40"
"BS001257","IND000962","SVC0148",2,"3990.16","7980.32","1436.46","9416.78","2025-09-03","11:03:00","Confirmed","EMP0075","Group service",NULL,"Very good experience","2025-09-01 20:06:40","2025-09-03 18:06:40"
"BS001258","IND003945","SVC0087",4,"6597.53","26390.12","4750.22","31140.34","2025-09-19","22:31:00","In Progress","EMP0242","Quiet service please",5,NULL,"2025-09-18 18:06:40","2025-09-19 18:06:40"
"BS001259","IND001648","SVC0046",1,"2771.07","2771.07","498.79","3269.86","2025-07-30","11:32:00","Completed","EMP0346","English speaking staff",4,"Average experience","2025-07-30 07:06:40","2025-07-30 18:06:40"
"BS001260","IND001348","SVC0155",4,"5901.41","23605.64","4249.02","27854.66","2025-08-01","20:57:00","Completed","EMP0041","Call before arrival",NULL,"Outstanding","2025-07-30 16:06:40","2025-08-01 18:06:40"
"BS001261","IND000093","SVC0221",3,"887.73","2663.19","479.37","3142.56","2025-07-14","22:28:00","Confirmed","EMP0684","Group service",3,NULL,"2025-07-11 23:06:40","2025-07-14 18:06:40"
"BS001262","IND000776","SVC0087",1,"1049.06","1049.06","188.83","1237.89","2025-06-28","17:59:00","In Progress","EMP0350","Vegetarian preference",5,"Highly recommended","2025-06-28 14:06:40","2025-06-28 18:06:40"
"BS001263","IND002967","SVC0124",5,"3084.62","15423.10","2776.16","18199.26","2025-08-11","21:04:00","Completed","EMP0352","Quiet service please",3,"Excellent service","2025-08-10 05:06:40","2025-08-11 18:06:40"
"BS001264","IND000976","SVC0242",4,"2419.93","9679.72","1742.35","11422.07","2025-08-03","22:28:00","In Progress","EMP0530","Private session",4,"Good service","2025-08-03 13:06:40","2025-08-03 18:06:40"
"BS001265","IND003371","SVC0160",3,"6810.89","20432.67","3677.88","24110.55","2025-06-28","18:47:00","Completed","EMP0329","None",5,"Average experience","2025-06-27 03:06:40","2025-06-28 18:06:40"
"BS001266","IND000860","SVC0084",4,"1003.29","4013.16","722.37","4735.53","2025-07-03","18:02:00","Pending","EMP0236","English speaking staff",4,"Excellent service","2025-07-02 00:06:40","2025-07-03 18:06:40"
"BS001267","IND002408","SVC0268",3,"4032.93","12098.79","2177.78","14276.57","2025-09-04","06:44:00","Cancelled","EMP0715","Call before arrival",4,"Excellent service","2025-09-03 23:06:40","2025-09-04 18:06:40"
"BS001268","IND001747","SVC0287",5,"5340.60","26703.00","4806.54","31509.54","2025-09-09","16:25:00","Confirmed","EMP0533","Vegetarian preference",5,"Very good experience","2025-09-07 06:06:40","2025-09-09 18:06:40"
"BS001269","IND001416","SVC0112",3,"1134.40","3403.20","612.58","4015.78","2025-08-02","14:46:00","In Progress","EMP0724","Hindi speaking staff",NULL,"Highly recommended","2025-07-30 23:06:40","2025-08-02 18:06:40"
"BS001270","IND004217","SVC0220",2,"3831.04","7662.08","1379.17","9041.25","2025-08-12","19:22:00","Completed","EMP0768","English speaking staff",3,"Outstanding","2025-08-10 08:06:40","2025-08-12 18:06:40"
"BS001271","IND002739","SVC0127",2,"3585.34","7170.68","1290.72","8461.40","2025-08-08","11:43:00","Cancelled","EMP0562","Private session",4,"Satisfied","2025-08-07 05:06:40","2025-08-08 18:06:40"
"BS001272","IND002114","SVC0256",1,"7229.00","7229.00","1301.22","8530.22","2025-10-14","12:15:00","Cancelled","EMP0034","Hindi speaking staff",4,"Satisfied","2025-10-12 15:06:40","2025-10-14 18:06:40"
"BS001273","IND004743","SVC0230",1,"3920.87","3920.87","705.76","4626.63","2025-08-11","15:59:00","Pending","EMP0311","Late evening service",3,"Highly recommended","2025-08-11 14:06:40","2025-08-11 18:06:40"
"BS001274","IND002009","SVC0141",1,"3392.08","3392.08","610.57","4002.65","2025-10-03","09:26:00","In Progress","EMP0009","Early morning service",NULL,"Very good experience","2025-10-02 20:06:40","2025-10-03 18:06:40"
"BS001275","IND002494","SVC0162",1,"3791.16","3791.16","682.41","4473.57","2025-09-11","07:54:00","Cancelled","EMP0497","Vegetarian preference",NULL,"Highly recommended","2025-09-11 03:06:40","2025-09-11 18:06:40"
"BS001276","IND004918","SVC0274",5,"4595.43","22977.15","4135.89","27113.04","2025-09-30","11:07:00","Confirmed","EMP0678","Hindi speaking staff",NULL,"Highly recommended","2025-09-29 11:06:40","2025-09-30 18:06:40"
"BS001277","IND004514","SVC0059",1,"640.74","640.74","115.33","756.07","2025-07-31","14:31:00","Cancelled","EMP0057","English speaking staff",NULL,"Outstanding","2025-07-29 14:06:40","2025-07-31 18:06:40"
"BS001278","IND003214","SVC0300",5,"5148.22","25741.10","4633.40","30374.50","2025-08-14","06:26:00","Completed","EMP0525","No spicy food",4,"Very good experience","2025-08-13 12:06:40","2025-08-14 18:06:40"
"BS001279","IND003579","SVC0225",2,"270.43","540.86","97.35","638.21","2025-07-25","13:36:00","Confirmed","EMP0512","Early morning service",4,NULL,"2025-07-24 02:06:40","2025-07-25 18:06:40"
"BS001280","IND004890","SVC0279",4,"2250.06","9000.24","1620.04","10620.28","2025-08-16","21:27:00","Pending","EMP0490","Hindi speaking staff",3,"Highly recommended","2025-08-16 06:06:40","2025-08-16 18:06:40"
"BS001281","IND003747","SVC0006",2,"3311.86","6623.72","1192.27","7815.99","2025-07-23","12:33:00","In Progress","EMP0505","Extra towels requested",NULL,"Very good experience","2025-07-21 12:06:40","2025-07-23 18:06:40"
"BS001282","IND002122","SVC0219",1,"6673.98","6673.98","1201.32","7875.30","2025-09-25","16:32:00","Confirmed","EMP0319","Extra towels requested",3,"Satisfied","2025-09-25 04:06:40","2025-09-25 18:06:40"
"BS001283","IND002285","SVC0279",1,"5203.27","5203.27","936.59","6139.86","2025-07-21","14:04:00","In Progress","EMP0790","English speaking staff",NULL,"Good service","2025-07-21 12:06:40","2025-07-21 18:06:40"
"BS001284","IND000289","SVC0036",4,"1008.95","4035.80","726.44","4762.24","2025-09-09","15:08:00","In Progress","EMP0499","None",5,"Excellent service","2025-09-09 11:06:40","2025-09-09 18:06:40"
"BS001285","IND004446","SVC0167",3,"3145.91","9437.73","1698.79","11136.52","2025-06-29","07:44:00","Pending","EMP0565","English speaking staff",5,"Very good experience","2025-06-26 21:06:40","2025-06-29 18:06:40"
"BS001286","IND001251","SVC0171",4,"1512.67","6050.68","1089.12","7139.80","2025-07-30","19:57:00","Completed","EMP0564","Late evening service",NULL,NULL,"2025-07-28 18:06:40","2025-07-30 18:06:40"
"BS001287","IND004170","SVC0023",5,"7377.30","36886.50","6639.57","43526.07","2025-07-15","11:18:00","In Progress","EMP0248","No spicy food",NULL,"Satisfied","2025-07-13 13:06:40","2025-07-15 18:06:40"
"BS001288","IND002179","SVC0266",1,"3302.24","3302.24","594.40","3896.64","2025-07-12","23:52:00","In Progress","EMP0583","Extra towels requested",5,"Highly recommended","2025-07-11 14:06:40","2025-07-12 18:06:40"
"BS001289","IND003955","SVC0120",2,"7396.33","14792.66","2662.68","17455.34","2025-07-04","14:57:00","Confirmed","EMP0007","Hindi speaking staff",5,"Highly recommended","2025-07-03 19:06:40","2025-07-04 18:06:40"
"BS001290","IND003740","SVC0044",2,"5906.45","11812.90","2126.32","13939.22","2025-06-23","20:39:00","Pending","EMP0293","Private session",4,"Excellent service","2025-06-22 06:06:40","2025-06-23 18:06:40"
"BS001291","IND001264","SVC0087",5,"1584.34","7921.70","1425.91","9347.61","2025-07-18","07:15:00","Confirmed","EMP0416","Hindi speaking staff",3,"Excellent service","2025-07-18 06:06:40","2025-07-18 18:06:40"
"BS001292","IND000068","SVC0067",5,"4324.04","21620.20","3891.64","25511.84","2025-06-22","18:31:00","Pending","EMP0142","English speaking staff",4,"Outstanding","2025-06-21 18:06:40","2025-06-22 18:06:40"
"BS001293","IND003624","SVC0121",3,"3154.29","9462.87","1703.32","11166.19","2025-09-18","11:10:00","Confirmed","EMP0248","Late evening service",NULL,"Highly recommended","2025-09-16 09:06:40","2025-09-18 18:06:40"
"BS001294","IND002610","SVC0298",2,"3110.03","6220.06","1119.61","7339.67","2025-09-20","07:03:00","Confirmed","EMP0570","Group service",NULL,NULL,"2025-09-19 02:06:40","2025-09-20 18:06:40"
"BS001295","IND001512","SVC0115",5,"6712.93","33564.65","6041.64","39606.29","2025-08-26","16:53:00","In Progress","EMP0592","None",4,"Good service","2025-08-24 04:06:40","2025-08-26 18:06:40"
"BS001296","IND001416","SVC0102",2,"3951.28","7902.56","1422.46","9325.02","2025-09-01","17:00:00","Confirmed","EMP0246","No spicy food",3,"Highly recommended","2025-09-01 05:06:40","2025-09-01 18:06:40"
"BS001297","IND000561","SVC0197",4,"4881.62","19526.48","3514.77","23041.25","2025-06-22","10:45:00","Confirmed","EMP0670","Group service",5,"Outstanding","2025-06-22 01:06:40","2025-06-22 18:06:40"
"BS001298","IND001113","SVC0145",1,"1046.07","1046.07","188.29","1234.36","2025-10-08","18:24:00","Confirmed","EMP0275","None",4,NULL,"2025-10-08 09:06:40","2025-10-08 18:06:40"
"BS001299","IND000992","SVC0136",5,"4307.90","21539.50","3877.11","25416.61","2025-08-14","22:38:00","Cancelled","EMP0029","Quiet service please",NULL,"Very good experience","2025-08-14 13:06:40","2025-08-14 18:06:40"
"BS001300","IND002935","SVC0268",3,"6726.97","20180.91","3632.56","23813.47","2025-07-12","20:04:00","In Progress","EMP0321","Late evening service",4,"Very good experience","2025-07-12 07:06:40","2025-07-12 18:06:40"
"BS001301","IND001524","SVC0147",2,"2246.17","4492.34","808.62","5300.96","2025-08-23","23:00:00","Cancelled","EMP0313","Late evening service",4,"Highly recommended","2025-08-22 23:06:40","2025-08-23 18:06:40"
"BS001302","IND001022","SVC0098",3,"2176.58","6529.74","1175.35","7705.09","2025-09-15","19:17:00","Pending","EMP0104","Group service",5,"Good service","2025-09-15 16:06:40","2025-09-15 18:06:40"
"BS001303","IND004031","SVC0276",4,"6702.33","26809.32","4825.68","31635.00","2025-06-25","07:22:00","Cancelled","EMP0038","None",NULL,"Excellent service","2025-06-22 20:06:40","2025-06-25 18:06:40"
"BS001304","IND000809","SVC0047",4,"440.40","1761.60","317.09","2078.69","2025-08-18","09:31:00","Cancelled","EMP0600","Quiet service please",3,"Outstanding","2025-08-16 14:06:40","2025-08-18 18:06:40"
"BS001305","IND001663","SVC0275",4,"7114.16","28456.64","5122.20","33578.84","2025-09-21","14:03:00","Confirmed","EMP0442","English speaking staff",NULL,"Very good experience","2025-09-21 14:06:40","2025-09-21 18:06:40"
"BS001306","IND001642","SVC0042",1,"1880.20","1880.20","338.44","2218.64","2025-06-25","17:56:00","Confirmed","EMP0780","Vegetarian preference",NULL,"Outstanding","2025-06-25 02:06:40","2025-06-25 18:06:40"
"BS001307","IND001635","SVC0053",5,"4122.14","20610.70","3709.93","24320.63","2025-09-03","14:48:00","Completed","EMP0582","None",4,"Excellent service","2025-09-02 08:06:40","2025-09-03 18:06:40"
"BS001308","IND001154","SVC0279",4,"3649.87","14599.48","2627.91","17227.39","2025-08-09","09:21:00","Confirmed","EMP0224","Late evening service",5,"Highly recommended","2025-08-07 19:06:40","2025-08-09 18:06:40"
"BS001309","IND002660","SVC0142",3,"1266.19","3798.57","683.74","4482.31","2025-09-08","18:07:00","In Progress","EMP0252","No spicy food",3,"Average experience","2025-09-07 03:06:40","2025-09-08 18:06:40"
"BS001310","IND001606","SVC0062",5,"7945.28","39726.40","7150.75","46877.15","2025-10-06","13:47:00","Confirmed","EMP0216","Early morning service",4,"Excellent service","2025-10-04 16:06:40","2025-10-06 18:06:40"
"BS001311","IND001529","SVC0243",2,"3774.53","7549.06","1358.83","8907.89","2025-07-10","21:51:00","Completed","EMP0629","English speaking staff",3,"Highly recommended","2025-07-10 11:06:40","2025-07-10 18:06:40"
"BS001312","IND003137","SVC0233",2,"3779.09","7558.18","1360.47","8918.65","2025-07-30","07:51:00","In Progress","EMP0394","Private session",5,"Satisfied","2025-07-29 08:06:40","2025-07-30 18:06:40"
"BS001313","IND002045","SVC0236",1,"4903.07","4903.07","882.55","5785.62","2025-09-08","16:13:00","Cancelled","EMP0006","Extra towels requested",3,"Outstanding","2025-09-08 07:06:40","2025-09-08 18:06:40"
"BS001314","IND003801","SVC0027",3,"4925.18","14775.54","2659.60","17435.14","2025-09-03","15:37:00","Cancelled","EMP0318","Vegetarian preference",5,"Excellent service","2025-09-01 15:06:40","2025-09-03 18:06:40"
"BS001315","IND002285","SVC0070",5,"4797.39","23986.95","4317.65","28304.60","2025-08-29","12:39:00","Pending","EMP0575","Private session",4,"Outstanding","2025-08-28 21:06:40","2025-08-29 18:06:40"
"BS001316","IND001715","SVC0085",3,"6473.87","19421.61","3495.89","22917.50","2025-08-19","13:35:00","Cancelled","EMP0008","Group service",3,"Excellent service","2025-08-18 17:06:40","2025-08-19 18:06:40"
"BS001317","IND001969","SVC0061",4,"5679.69","22718.76","4089.38","26808.14","2025-08-07","23:40:00","In Progress","EMP0712","Vegetarian preference",NULL,"Highly recommended","2025-08-05 14:06:40","2025-08-07 18:06:40"
"BS001318","IND003332","SVC0199",2,"5162.32","10324.64","1858.44","12183.08","2025-07-23","14:59:00","Completed","EMP0395","Private session",4,"Highly recommended","2025-07-21 12:06:40","2025-07-23 18:06:40"
"BS001319","IND002980","SVC0025",4,"1058.86","4235.44","762.38","4997.82","2025-08-30","22:41:00","Pending","EMP0639","Extra towels requested",5,"Very good experience","2025-08-28 22:06:40","2025-08-30 18:06:40"
"BS001320","IND003359","SVC0155",3,"7975.44","23926.32","4306.74","28233.06","2025-07-02","07:05:00","Pending","EMP0260","Late evening service",NULL,"Highly recommended","2025-07-02 02:06:40","2025-07-02 18:06:40"
"BS001321","IND000900","SVC0070",5,"7008.36","35041.80","6307.52","41349.32","2025-09-19","06:23:00","Confirmed","EMP0357","Extra towels requested",3,"Highly recommended","2025-09-18 23:06:40","2025-09-19 18:06:40"
"BS001322","IND004732","SVC0246",5,"3261.46","16307.30","2935.31","19242.61","2025-06-28","13:54:00","Pending","EMP0391","None",NULL,"Excellent service","2025-06-28 04:06:40","2025-06-28 18:06:40"
"BS001323","IND003205","SVC0263",3,"5620.99","16862.97","3035.33","19898.30","2025-09-24","12:37:00","In Progress","EMP0162","Hindi speaking staff",NULL,NULL,"2025-09-22 00:06:40","2025-09-24 18:06:40"
"BS001324","IND003843","SVC0151",3,"5386.90","16160.70","2908.93","19069.63","2025-08-12","10:54:00","Confirmed","EMP0319","None",4,"Very good experience","2025-08-11 12:06:40","2025-08-12 18:06:40"
"BS001325","IND004292","SVC0011",4,"1531.19","6124.76","1102.46","7227.22","2025-08-26","17:53:00","Pending","EMP0542","No spicy food",3,"Excellent service","2025-08-24 00:06:40","2025-08-26 18:06:40"
"BS001326","IND002267","SVC0163",5,"4961.82","24809.10","4465.64","29274.74","2025-08-17","15:39:00","In Progress","EMP0012","Call before arrival",5,"Average experience","2025-08-16 16:06:40","2025-08-17 18:06:40"
"BS001327","IND004550","SVC0063",4,"4712.86","18851.44","3393.26","22244.70","2025-06-29","20:53:00","Confirmed","EMP0230","Private session",4,"Excellent service","2025-06-27 17:06:40","2025-06-29 18:06:40"
"BS001328","IND004477","SVC0050",2,"972.03","1944.06","349.93","2293.99","2025-09-30","14:00:00","Cancelled","EMP0798","Group service",5,"Good service","2025-09-29 00:06:40","2025-09-30 18:06:40"
"BS001329","IND003659","SVC0274",4,"2836.65","11346.60","2042.39","13388.99","2025-08-06","18:26:00","In Progress","EMP0124","Traditional setup",5,"Excellent service","2025-08-04 22:06:40","2025-08-06 18:06:40"
"BS001330","IND000373","SVC0064",2,"6839.89","13679.78","2462.36","16142.14","2025-08-11","16:03:00","Cancelled","EMP0501","Group service",5,"Very good experience","2025-08-10 04:06:40","2025-08-11 18:06:40"
"BS001331","IND003202","SVC0042",2,"7201.98","14403.96","2592.71","16996.67","2025-07-05","07:53:00","Confirmed","EMP0569","English speaking staff",NULL,NULL,"2025-07-02 23:06:40","2025-07-05 18:06:40"
"BS001332","IND001409","SVC0001",4,"6247.19","24988.76","4497.98","29486.74","2025-10-13","22:43:00","In Progress","EMP0249","Early morning service",NULL,"Outstanding","2025-10-12 18:06:40","2025-10-13 18:06:40"
"BS001333","IND001131","SVC0273",4,"4337.06","17348.24","3122.68","20470.92","2025-07-07","17:29:00","Pending","EMP0485","Extra towels requested",5,"Good service","2025-07-06 02:06:40","2025-07-07 18:06:40"
"BS001334","IND000857","SVC0050",3,"5238.53","15715.59","2828.81","18544.40","2025-07-17","08:17:00","Completed","EMP0609","Hindi speaking staff",4,"Outstanding","2025-07-17 15:06:40","2025-07-17 18:06:40"
"BS001335","IND004639","SVC0279",1,"4758.08","4758.08","856.45","5614.53","2025-09-12","14:56:00","Confirmed","EMP0381","Call before arrival",3,"Excellent service","2025-09-10 10:06:40","2025-09-12 18:06:40"
"BS001336","IND003950","SVC0059",1,"2659.16","2659.16","478.65","3137.81","2025-07-11","18:45:00","In Progress","EMP0016","English speaking staff",4,"Average experience","2025-07-10 06:06:40","2025-07-11 18:06:40"
"BS001337","IND003546","SVC0199",1,"5458.36","5458.36","982.50","6440.86","2025-09-25","11:40:00","Confirmed","EMP0664","Group service",4,"Outstanding","2025-09-24 00:06:40","2025-09-25 18:06:40"
"BS001338","IND003009","SVC0205",2,"3119.59","6239.18","1123.05","7362.23","2025-06-25","14:47:00","Confirmed","EMP0751","No spicy food",4,"Good service","2025-06-23 16:06:40","2025-06-25 18:06:40"
"BS001339","IND000764","SVC0067",3,"7654.84","22964.52","4133.61","27098.13","2025-06-27","07:40:00","In Progress","EMP0779","Vegetarian preference",NULL,"Outstanding","2025-06-25 07:06:40","2025-06-27 18:06:40"
"BS001340","IND004527","SVC0163",5,"2043.64","10218.20","1839.28","12057.48","2025-09-30","14:47:00","Confirmed","EMP0663","Call before arrival",3,"Good service","2025-09-28 10:06:40","2025-09-30 18:06:40"
"BS001341","IND003850","SVC0135",4,"4382.40","17529.60","3155.33","20684.93","2025-10-18","21:30:00","Completed","EMP0710","Private session",4,"Very good experience","2025-10-16 14:06:40","2025-10-18 18:06:40"
"BS001342","IND002499","SVC0280",4,"2758.53","11034.12","1986.14","13020.26","2025-09-02","12:32:00","Pending","EMP0749","Private session",3,"Average experience","2025-08-31 17:06:40","2025-09-02 18:06:40"
"BS001343","IND001440","SVC0146",4,"5725.39","22901.56","4122.28","27023.84","2025-07-03","14:53:00","Completed","EMP0564","Early morning service",NULL,NULL,"2025-07-01 09:06:40","2025-07-03 18:06:40"
"BS001344","IND004888","SVC0227",4,"5665.04","22660.16","4078.83","26738.99","2025-06-26","07:32:00","Pending","EMP0636","Call before arrival",4,"Average experience","2025-06-24 14:06:40","2025-06-26 18:06:40"
"BS001345","IND001421","SVC0045",2,"5915.92","11831.84","2129.73","13961.57","2025-07-02","07:44:00","Cancelled","EMP0668","Private session",5,"Satisfied","2025-06-30 11:06:40","2025-07-02 18:06:40"
"BS001346","IND001842","SVC0290",5,"527.30","2636.50","474.57","3111.07","2025-06-28","14:39:00","Completed","EMP0398","Group service",4,"Excellent service","2025-06-26 20:06:40","2025-06-28 18:06:40"
"BS001347","IND004377","SVC0031",1,"7121.05","7121.05","1281.79","8402.84","2025-08-18","06:41:00","In Progress","EMP0732","Hindi speaking staff",3,"Excellent service","2025-08-17 18:06:40","2025-08-18 18:06:40"
"BS001348","IND003656","SVC0239",2,"5377.86","10755.72","1936.03","12691.75","2025-08-24","22:22:00","Cancelled","EMP0160","Vegetarian preference",5,NULL,"2025-08-22 03:06:40","2025-08-24 18:06:40"
"BS001349","IND004164","SVC0030",2,"587.91","1175.82","211.65","1387.47","2025-08-05","22:28:00","Pending","EMP0481","Quiet service please",4,"Satisfied","2025-08-05 06:06:40","2025-08-05 18:06:40"
"BS001350","IND003980","SVC0232",4,"635.54","2542.16","457.59","2999.75","2025-06-24","08:21:00","Cancelled","EMP0276","Early morning service",NULL,"Satisfied","2025-06-22 03:06:40","2025-06-24 18:06:40"
"BS001351","IND002906","SVC0268",4,"1247.48","4989.92","898.19","5888.11","2025-07-29","15:21:00","In Progress","EMP0761","Private session",3,"Good service","2025-07-29 12:06:40","2025-07-29 18:06:40"
"BS001352","IND001912","SVC0022",1,"5045.89","5045.89","908.26","5954.15","2025-08-29","18:38:00","Cancelled","EMP0545","None",4,NULL,"2025-08-27 10:06:40","2025-08-29 18:06:40"
"BS001353","IND002426","SVC0099",5,"3912.03","19560.15","3520.83","23080.98","2025-08-25","16:45:00","Confirmed","EMP0530","None",NULL,"Average experience","2025-08-23 07:06:40","2025-08-25 18:06:40"
"BS001354","IND002600","SVC0003",1,"4497.85","4497.85","809.61","5307.46","2025-08-26","16:16:00","Completed","EMP0753","None",NULL,"Very good experience","2025-08-26 11:06:40","2025-08-26 18:06:40"
"BS001355","IND003035","SVC0007",1,"1875.50","1875.50","337.59","2213.09","2025-07-21","18:29:00","Cancelled","EMP0557","Vegetarian preference",NULL,"Good service","2025-07-20 22:06:40","2025-07-21 18:06:40"
"BS001356","IND002281","SVC0035",2,"672.86","1345.72","242.23","1587.95","2025-09-06","07:16:00","Cancelled","EMP0102","Extra towels requested",3,"Good service","2025-09-05 22:06:40","2025-09-06 18:06:40"
"BS001357","IND003224","SVC0172",1,"6657.10","6657.10","1198.28","7855.38","2025-07-10","19:52:00","Cancelled","EMP0448","Traditional setup",4,"Highly recommended","2025-07-08 10:06:40","2025-07-10 18:06:40"
"BS001358","IND002831","SVC0162",1,"847.02","847.02","152.46","999.48","2025-06-30","12:12:00","Pending","EMP0304","None",5,"Average experience","2025-06-29 06:06:40","2025-06-30 18:06:40"
"BS001359","IND001133","SVC0160",5,"2546.50","12732.50","2291.85","15024.35","2025-07-11","22:23:00","Confirmed","EMP0369","Call before arrival",3,NULL,"2025-07-09 08:06:40","2025-07-11 18:06:40"
"BS001360","IND002384","SVC0088",4,"5767.57","23070.28","4152.65","27222.93","2025-09-18","22:31:00","Cancelled","EMP0537","Extra towels requested",5,"Outstanding","2025-09-18 01:06:40","2025-09-18 18:06:40"
"BS001361","IND000451","SVC0107",1,"2498.43","2498.43","449.72","2948.15","2025-08-27","20:07:00","Confirmed","EMP0070","Quiet service please",5,"Satisfied","2025-08-25 10:06:40","2025-08-27 18:06:40"
"BS001362","IND000068","SVC0150",1,"5305.89","5305.89","955.06","6260.95","2025-07-15","15:05:00","Completed","EMP0678","Late evening service",3,"Excellent service","2025-07-13 06:06:40","2025-07-15 18:06:40"
"BS001363","IND002423","SVC0292",4,"911.05","3644.20","655.96","4300.16","2025-09-08","17:04:00","Cancelled","EMP0102","Late evening service",4,"Average experience","2025-09-07 23:06:40","2025-09-08 18:06:40"
