"booking_id","customer_id","hotel_id","room_id","check_in_date","check_out_date","nights","adults","children","total_guests","booking_status","payment_status","base_amount_inr","gst_amount_inr","total_amount_inr","paid_amount_inr","booking_date","special_requests","booking_source","cancellation_policy","guest_nationality","created_at"
"IND001990",4387,4,1052,"2026-01-24","2026-02-01",8,6,1,7,"Checked Out","Partial","47600.00","5712.00","53312.00","13309.31","2025-11-30","Business meeting setup","Website","24 hours before check-in","Foreign","2026-01-19 14:55:13"
"IND001991",7421,3,2967,"2025-12-31","2026-01-02",2,2,3,5,"Confirmed","Refunded","70996.00","8519.52","79515.52","41512.03","2025-10-08","Early check-out","Website","24 hours before check-in","Foreign","2025-10-23 14:55:13"
"IND001992",5150,9,2400,"2025-06-29","2025-07-14",15,2,3,5,"Pending","Partial","194790.00","23374.80","218164.80","189856.31","2025-04-02","None","Agoda","24 hours before check-in","Indian","2025-05-05 14:55:13"
"IND001993",6198,44,1485,"2025-12-05","2025-12-24",19,1,4,5,"Pending","Paid","597740.00","71728.80","669468.80","429300.59","2025-09-17","Anniversary celebration","Travel Agent","24 hours before check-in","Indian","2025-09-26 14:55:13"
"IND001994",2032,20,2409,"2025-09-27","2025-10-13",16,3,0,3,"No Show","Refunded","627904.00","75348.48","703252.48","492851.48","2025-08-07","Birthday surprise","Walk-in","24 hours before check-in","Indian","2025-09-20 14:55:13"
"IND001995",2814,8,1573,"2026-03-17","2026-03-29",12,1,4,5,"Checked In","Refunded","363204.00","43584.48","406788.48","87434.38","2025-12-28","Extra towels","Walk-in","24 hours before check-in","Indian","2026-02-17 14:55:13"
"IND001996",949,25,550,"2025-11-04","2025-11-15",11,6,0,6,"Checked In","Pending","343684.00","41242.08","384926.08","41014.43","2025-08-17","Vegetarian meals only","Website","24 hours before check-in","Indian","2025-08-12 14:55:13"
"IND001997",4862,12,1648,"2026-04-12","2026-05-01",19,3,3,6,"Pending","Pending","85329.00","10239.48","95568.48","92626.47","2026-02-11","Quiet room","Travel Agent","24 hours before check-in","Foreign","2026-01-21 14:55:13"
"IND001998",2023,13,1844,"2026-04-06","2026-04-10",4,1,4,5,"Checked In","Partial","105680.00","12681.60","118361.60","42351.79","2026-03-10","Birthday surprise","OYO","24 hours before check-in","Foreign","2026-03-24 14:55:13"
"IND001999",569,20,2033,"2026-02-02","2026-02-05",3,1,2,3,"Confirmed","Pending","35202.00","4224.24","39426.24","4835.94","2026-01-23","Business meeting setup","Corporate","24 hours before check-in","Indian","2025-11-06 14:55:13"
"IND002000",7764,5,2612,"2025-10-22","2025-11-11",20,3,0,3,"Confirmed","Paid","640880.00","76905.60","717785.60","654045.27","2025-10-10","Ayurvedic spa booking","Booking.com","24 hours before check-in","Indian","2025-08-28 14:55:13"
"IND002001",2105,22,1691,"2026-03-31","2026-04-14",14,5,0,5,"No Show","Pending","250082.00","30009.84","280091.84","121250.24","2026-03-14","High floor room","MakeMyTrip","24 hours before check-in","Indian","2026-03-12 14:55:13"
"IND002002",7809,2,2748,"2025-07-16","2025-07-27",11,6,4,10,"Checked Out","Pending","303556.00","36426.72","339982.72","168217.20","2025-06-06","Vegetarian meals only","Agoda","24 hours before check-in","Indian","2025-05-13 14:55:13"
"IND002003",908,7,2174,"2026-02-06","2026-02-11",5,1,0,1,"Cancelled","Partial","177080.00","21249.60","198329.60","69914.66","2025-12-21","High floor room","Walk-in","24 hours before check-in","Foreign","2025-12-25 14:55:13"
"IND002004",6303,30,971,"2025-10-22","2025-10-26",4,3,3,6,"Confirmed","Refunded","43296.00","5195.52","48491.52","30117.86","2025-08-31","None","Phone","24 hours before check-in","Indian","2025-09-18 14:55:13"
"IND002005",1099,21,2652,"2025-06-17","2025-06-29",12,5,3,8,"Checked In","Paid","307296.00","36875.52","344171.52","304208.21","2025-05-12","Extra towels","Phone","24 hours before check-in","Indian","2025-05-25 14:55:13"
"IND002006",7156,29,46,"2026-01-19","2026-01-24",5,1,3,4,"Checked In","Paid","194725.00","23367.00","218092.00","143929.28","2025-12-27","None","Booking.com","24 hours before check-in","Foreign","2026-01-06 14:55:13"
"IND002007",1432,2,1606,"2025-05-29","2025-05-30",1,3,1,4,"Checked In","Pending","8170.00","980.40","9150.40","1728.59","2025-03-02","Quiet room","Agoda","24 hours before check-in","Indian","2025-03-22 14:55:13"
"IND002008",6704,37,2708,"2025-05-24","2025-06-11",18,1,2,3,"Pending","Paid","373824.00","44858.88","418682.88","335112.91","2025-03-20","Wedding arrangements","MakeMyTrip","24 hours before check-in","Indian","2025-05-05 14:55:13"
"IND002009",7636,22,1857,"2025-06-07","2025-06-10",3,5,0,5,"Checked Out","Partial","62910.00","7549.20","70459.20","57708.57","2025-05-12","None","Website","24 hours before check-in","Foreign","2025-05-27 14:55:13"
"IND002010",5186,35,2940,"2025-09-10","2025-09-14",4,1,2,3,"Checked Out","Partial","51192.00","6143.04","57335.04","33257.42","2025-06-21","Anniversary celebration","Phone","24 hours before check-in","Foreign","2025-08-17 14:55:13"
"IND002011",7706,50,1639,"2026-04-10","2026-04-22",12,2,2,4,"Pending","Paid","164412.00","19729.44","184141.44","102824.78","2026-02-18","Anniversary celebration","Booking.com","24 hours before check-in","Foreign","2026-01-14 14:55:13"
"IND002012",3480,31,53,"2025-05-12","2025-05-17",5,2,3,5,"Pending","Pending","39570.00","4748.40","44318.40","13812.94","2025-03-01","Airport pickup","OYO","24 hours before check-in","Foreign","2025-04-09 14:55:13"
"IND002013",5040,50,2314,"2026-03-03","2026-03-07",4,5,1,6,"Pending","Refunded","113700.00","13644.00","127344.00","89317.87","2026-02-23","Early check-out","Goibibo","24 hours before check-in","Indian","2025-12-25 14:55:13"
"IND002014",4151,4,123,"2026-03-13","2026-04-02",20,3,0,3,"Pending","Refunded","285540.00","34264.80","319804.80","59580.99","2026-03-06","Ayurvedic spa booking","Website","24 hours before check-in","Indian","2026-01-25 14:55:13"
"IND002015",6109,13,51,"2026-01-11","2026-01-18",7,3,0,3,"No Show","Partial","167153.00","20058.36","187211.36","93904.32","2025-11-23","Cultural tour arrangement","Phone","24 hours before check-in","Indian","2025-10-22 14:55:13"
"IND002016",2383,41,1161,"2026-03-15","2026-03-20",5,1,4,5,"Checked Out","Refunded","146325.00","17559.00","163884.00","150901.23","2026-01-01","Birthday surprise","Booking.com","24 hours before check-in","Indian","2025-12-31 14:55:13"
"IND002017",5994,29,2266,"2025-10-15","2025-10-20",5,3,3,6,"Checked In","Refunded","94205.00","11304.60","105509.60","70722.63","2025-09-09","Ayurvedic spa booking","Phone","24 hours before check-in","Indian","2025-10-14 14:55:13"
"IND002018",5632,36,1897,"2026-04-07","2026-04-23",16,1,1,2,"No Show","Partial","372528.00","44703.36","417231.36","70768.82","2026-01-16","Birthday surprise","Corporate","24 hours before check-in","Indian","2026-03-12 14:55:13"
"IND002019",1654,49,1319,"2025-07-12","2025-07-17",5,4,2,6,"Cancelled","Pending","194405.00","23328.60","217733.60","144980.93","2025-07-01","Ayurvedic spa booking","Agoda","24 hours before check-in","Foreign","2025-07-05 14:55:13"
"IND002020",4112,25,2712,"2025-05-31","2025-06-19",19,4,0,4,"Pending","Refunded","216866.00","26023.92","242889.92","177324.00","2025-04-24","Late check-in","Booking.com","24 hours before check-in","Indian","2025-05-03 14:55:13"
"IND002021",1491,11,543,"2025-05-10","2025-05-13",3,3,1,4,"Confirmed","Pending","43305.00","5196.60","48501.60","33368.91","2025-02-16","Business meeting setup","Phone","24 hours before check-in","Indian","2025-04-04 14:55:13"
"IND002022",7166,37,2584,"2025-06-25","2025-07-12",17,5,2,7,"No Show","Partial","314534.00","37744.08","352278.08","157693.50","2025-04-08","Birthday surprise","Agoda","24 hours before check-in","Foreign","2025-05-07 14:55:13"
"IND002023",4403,22,1856,"2025-05-15","2025-05-19",4,2,0,2,"Cancelled","Pending","33540.00","4024.80","37564.80","29062.01","2025-03-01","None","Website","24 hours before check-in","Foreign","2025-03-28 14:55:13"
"IND002024",6024,45,2185,"2025-09-19","2025-10-08",19,5,2,7,"Cancelled","Pending","548929.00","65871.48","614800.48","513555.67","2025-06-23","Quiet room","Booking.com","24 hours before check-in","Indian","2025-06-21 14:55:13"
"IND002025",2424,44,2006,"2026-01-02","2026-01-22",20,6,0,6,"Pending","Paid","504280.00","60513.60","564793.60","397814.80","2025-11-14","Anniversary celebration","Phone","24 hours before check-in","Indian","2025-11-27 14:55:13"
"IND002026",3678,32,2421,"2026-03-07","2026-03-26",19,5,3,8,"Cancelled","Partial","419178.00","50301.36","469479.36","405995.61","2026-01-17","High floor room","Booking.com","24 hours before check-in","Indian","2026-01-03 14:55:13"
"IND002027",6372,45,2751,"2026-02-02","2026-02-04",2,4,0,4,"Checked In","Partial","61438.00","7372.56","68810.56","15617.57","2025-12-19","Quiet room","Travel Agent","24 hours before check-in","Foreign","2025-11-22 14:55:13"
"IND002028",5200,40,1967,"2025-05-10","2025-05-22",12,6,1,7,"Confirmed","Paid","315816.00","37897.92","353713.92","50484.21","2025-04-13","Business meeting setup","Phone","24 hours before check-in","Foreign","2025-02-25 14:55:13"
"IND002029",81,24,1760,"2026-04-02","2026-04-08",6,2,2,4,"No Show","Pending","185064.00","22207.68","207271.68","119203.59","2026-02-28","Ayurvedic spa booking","Website","24 hours before check-in","Indian","2026-03-24 14:55:13"
"IND002030",6646,16,891,"2026-03-03","2026-03-14",11,5,2,7,"Checked Out","Paid","157234.00","18868.08","176102.08","138033.98","2026-01-28","Cultural tour arrangement","Agoda","24 hours before check-in","Foreign","2026-01-04 14:55:13"
"IND002031",4840,49,310,"2026-02-13","2026-03-06",21,1,2,3,"Pending","Pending","67494.00","8099.28","75593.28","40434.94","2025-11-21","Honeymoon package","Travel Agent","24 hours before check-in","Foreign","2026-01-10 14:55:13"
"IND002032",1049,34,691,"2025-11-12","2025-11-20",8,5,0,5,"Confirmed","Refunded","70376.00","8445.12","78821.12","20347.39","2025-09-08","Early check-out","Corporate","24 hours before check-in","Indian","2025-09-08 14:55:13"
"IND002033",1469,40,637,"2026-02-09","2026-02-13",4,4,0,4,"No Show","Pending","12420.00","1490.40","13910.40","10067.05","2025-12-20","High floor room","Travel Agent","24 hours before check-in","Foreign","2026-02-08 14:55:13"
"IND002034",4632,49,1268,"2026-04-10","2026-04-27",17,4,2,6,"Checked Out","Pending","237626.00","28515.12","266141.12","90079.88","2026-02-23","Extra towels","Walk-in","24 hours before check-in","Foreign","2026-04-05 14:55:13"
"IND002035",5448,31,1595,"2025-12-21","2026-01-08",18,6,1,7,"Confirmed","Paid","620874.00","74504.88","695378.88","679092.74","2025-11-17","Cultural tour arrangement","Corporate","24 hours before check-in","Foreign","2025-11-16 14:55:13"
"IND002036",1318,15,1063,"2026-01-22","2026-01-29",7,4,2,6,"Checked In","Refunded","38465.00","4615.80","43080.80","7662.68","2025-11-13","None","Goibibo","24 hours before check-in","Foreign","2025-10-28 14:55:13"
"IND002037",5825,29,228,"2026-01-12","2026-01-27",15,1,4,5,"Checked Out","Refunded","57045.00","6845.40","63890.40","19596.25","2025-10-22","Cultural tour arrangement","Agoda","24 hours before check-in","Indian","2025-12-12 14:55:13"
"IND002038",2449,26,338,"2025-07-27","2025-08-07",11,5,0,5,"Checked Out","Refunded","291577.00","34989.24","326566.24","78107.93","2025-06-22","Birthday surprise","Walk-in","24 hours before check-in","Indian","2025-05-28 14:55:13"
"IND002039",7271,49,1942,"2025-09-01","2025-09-03",2,5,4,9,"Confirmed","Paid","10096.00","1211.52","11307.52","6452.91","2025-08-09","Quiet room","Agoda","24 hours before check-in","Foreign","2025-08-24 14:55:13"
"IND002040",4091,12,2801,"2025-10-24","2025-11-09",16,6,4,10,"Checked In","Pending","590528.00","70863.36","661391.36","388702.36","2025-10-09","Anniversary celebration","Website","24 hours before check-in","Indian","2025-09-25 14:55:13"
"IND002041",905,36,574,"2025-12-18","2025-12-29",11,4,1,5,"Checked Out","Paid","337458.00","40494.96","377952.96","71044.83","2025-10-18","Early check-out","Corporate","24 hours before check-in","Foreign","2025-12-07 14:55:13"
"IND002042",2344,19,2342,"2026-01-09","2026-01-28",19,2,3,5,"Checked In","Refunded","159676.00","19161.12","178837.12","103484.36","2026-01-06","Business meeting setup","Walk-in","24 hours before check-in","Foreign","2025-10-12 14:55:13"
"IND002043",4311,50,579,"2025-10-07","2025-10-26",19,5,3,8,"No Show","Paid","291498.00","34979.76","326477.76","216478.69","2025-08-14","Early check-out","Phone","24 hours before check-in","Foreign","2025-07-26 14:55:13"
"IND002044",573,35,2798,"2025-10-25","2025-10-26",1,4,1,5,"Confirmed","Refunded","10792.00","1295.04","12087.04","11715.10","2025-08-09","Wedding arrangements","OYO","24 hours before check-in","Foreign","2025-10-04 14:55:13"
"IND002045",618,18,1341,"2025-07-25","2025-08-11",17,2,4,6,"No Show","Partial","425391.00","51046.92","476437.92","53860.01","2025-07-24","Anniversary celebration","Goibibo","24 hours before check-in","Foreign","2025-06-28 14:55:13"
"IND002046",5201,33,2421,"2026-01-19","2026-02-04",16,1,2,3,"Checked Out","Pending","116112.00","13933.44","130045.44","15614.79","2025-11-15","Wedding arrangements","Agoda","24 hours before check-in","Indian","2026-01-12 14:55:13"
"IND002047",2531,18,324,"2026-04-05","2026-04-26",21,4,3,7,"Pending","Partial","328650.00","39438.00","368088.00","311266.51","2026-03-17","Cultural tour arrangement","MakeMyTrip","24 hours before check-in","Foreign","2026-02-25 14:55:13"
"IND002048",4039,9,2880,"2025-07-30","2025-08-15",16,4,3,7,"No Show","Pending","217504.00","26100.48","243604.48","133680.27","2025-05-09","Honeymoon package","Travel Agent","24 hours before check-in","Foreign","2025-06-17 14:55:13"
"IND002049",735,12,2330,"2026-03-23","2026-04-04",12,1,2,3,"Pending","Refunded","239424.00","28730.88","268154.88","90646.42","2026-01-24","Quiet room","Booking.com","24 hours before check-in","Indian","2026-02-19 14:55:13"
"IND002050",3656,2,423,"2025-07-19","2025-08-08",20,5,4,9,"Checked In","Partial","598580.00","71829.60","670409.60","532345.86","2025-06-25","Early check-out","Website","24 hours before check-in","Indian","2025-06-26 14:55:13"
"IND002051",5577,16,1204,"2025-06-29","2025-07-03",4,2,2,4,"Checked In","Partial","27104.00","3252.48","30356.48","19881.26","2025-06-13","Honeymoon package","Walk-in","24 hours before check-in","Indian","2025-06-19 14:55:13"
"IND002052",3075,24,32,"2026-01-20","2026-01-28",8,3,3,6,"No Show","Paid","279480.00","33537.60","313017.60","161963.42","2025-12-04","Extra towels","Goibibo","24 hours before check-in","Indian","2026-01-12 14:55:13"
"IND002053",7121,44,2129,"2025-10-02","2025-10-13",11,5,0,5,"Checked In","Partial","402303.00","48276.36","450579.36","314099.50","2025-08-14","Late check-in","Agoda","24 hours before check-in","Indian","2025-08-18 14:55:13"
"IND002054",7884,40,2362,"2025-08-24","2025-09-04",11,3,1,4,"Pending","Paid","347215.00","41665.80","388880.80","297817.20","2025-06-01","High floor room","Website","24 hours before check-in","Indian","2025-06-20 14:55:13"
"IND002055",4157,24,2836,"2025-07-25","2025-08-08",14,6,4,10,"Pending","Refunded","492184.00","59062.08","551246.08","364365.41","2025-07-24","Cultural tour arrangement","Corporate","24 hours before check-in","Foreign","2025-07-04 14:55:13"
"IND002056",5529,37,2831,"2025-10-23","2025-10-27",4,4,3,7,"Checked Out","Pending","78528.00","9423.36","87951.36","11038.46","2025-10-07","Quiet room","Corporate","24 hours before check-in","Foreign","2025-07-27 14:55:13"
"IND002057",2409,1,488,"2026-02-25","2026-03-03",6,4,2,6,"Checked Out","Refunded","201198.00","24143.76","225341.76","110608.89","2026-01-08","Birthday surprise","Walk-in","24 hours before check-in","Foreign","2026-02-11 14:55:13"
"IND002058",1292,29,1694,"2026-01-19","2026-01-22",3,6,1,7,"Pending","Partial","61014.00","7321.68","68335.68","28357.94","2025-11-07","Late check-in","Goibibo","24 hours before check-in","Foreign","2025-11-18 14:55:13"
"IND002059",292,4,186,"2025-11-10","2025-11-21",11,1,3,4,"No Show","Refunded","322520.00","38702.40","361222.40","267833.46","2025-08-27","Cultural tour arrangement","Corporate","24 hours before check-in","Indian","2025-08-19 14:55:13"
"IND002060",4943,3,2059,"2025-07-02","2025-07-20",18,4,1,5,"Cancelled","Partial","182988.00","21958.56","204946.56","45487.06","2025-04-13","Quiet room","MakeMyTrip","24 hours before check-in","Foreign","2025-05-06 14:55:13"
"IND002061",4392,21,1076,"2025-06-22","2025-07-10",18,5,2,7,"Pending","Refunded","670248.00","80429.76","750677.76","539191.16","2025-06-10","Anniversary celebration","Website","24 hours before check-in","Indian","2025-04-06 14:55:13"
"IND002062",5814,21,2376,"2025-08-20","2025-08-21",1,2,4,6,"Checked Out","Pending","14644.00","1757.28","16401.28","5779.85","2025-05-30","Vegetarian meals only","Booking.com","24 hours before check-in","Foreign","2025-06-24 14:55:13"
"IND002063",1342,22,1512,"2025-06-02","2025-06-04",2,3,2,5,"Confirmed","Partial","10248.00","1229.76","11477.76","9144.88","2025-05-14","Ayurvedic spa booking","OYO","24 hours before check-in","Indian","2025-05-10 14:55:13"
"IND002064",2246,9,1933,"2025-07-08","2025-07-29",21,2,0,2,"No Show","Refunded","736050.00","88326.00","824376.00","452431.08","2025-07-02","Business meeting setup","Agoda","24 hours before check-in","Indian","2025-05-09 14:55:13"
"IND002065",3105,27,2676,"2026-02-27","2026-03-09",10,5,1,6,"Pending","Refunded","349660.00","41959.20","391619.20","305667.53","2026-01-14","None","Booking.com","24 hours before check-in","Foreign","2025-12-09 14:55:13"
"IND002066",6983,32,2871,"2025-11-07","2025-11-28",21,3,3,6,"Pending","Refunded","603309.00","72397.08","675706.08","377331.01","2025-08-14","None","Corporate","24 hours before check-in","Indian","2025-09-29 14:55:13"
"IND002067",3646,11,1576,"2025-05-15","2025-05-20",5,6,2,8,"Cancelled","Refunded","50055.00","6006.60","56061.60","16342.65","2025-03-17","Cultural tour arrangement","Agoda","24 hours before check-in","Foreign","2025-04-12 14:55:13"
"IND002068",942,5,652,"2026-01-20","2026-02-03",14,4,1,5,"Pending","Partial","535626.00","64275.12","599901.12","392674.20","2025-11-07","Birthday surprise","Walk-in","24 hours before check-in","Indian","2025-10-25 14:55:13"
"IND002069",5198,41,780,"2026-03-04","2026-03-11",7,5,4,9,"No Show","Partial","241255.00","28950.60","270205.60","74320.69","2026-01-29","Airport pickup","Goibibo","24 hours before check-in","Foreign","2026-01-19 14:55:13"
"IND002070",3916,41,2892,"2025-12-26","2026-01-02",7,5,1,6,"Pending","Refunded","139678.00","16761.36","156439.36","83222.64","2025-12-06","Wedding arrangements","Phone","24 hours before check-in","Foreign","2025-12-24 14:55:13"
"IND002071",7223,32,1117,"2025-09-08","2025-09-23",15,1,1,2,"Checked Out","Pending","582660.00","69919.20","652579.20","494880.51","2025-08-01","Cultural tour arrangement","MakeMyTrip","24 hours before check-in","Indian","2025-08-14 14:55:13"
"IND002072",6142,25,39,"2025-05-18","2025-05-22",4,1,4,5,"Pending","Pending","16152.00","1938.24","18090.24","14414.88","2025-03-06","Vegetarian meals only","Corporate","24 hours before check-in","Foreign","2025-03-29 14:55:13"
"IND002073",6369,38,1485,"2025-10-12","2025-10-21",9,4,3,7,"Checked In","Partial","259173.00","31100.76","290273.76","280990.74","2025-08-07","Quiet room","Agoda","24 hours before check-in","Foreign","2025-08-16 14:55:13"
"IND002074",310,46,1869,"2025-06-25","2025-07-05",10,1,2,3,"Checked In","Paid","161640.00","19396.80","181036.80","22901.47","2025-06-01","Late check-in","MakeMyTrip","24 hours before check-in","Foreign","2025-06-16 14:55:13"
"IND002075",4088,33,263,"2025-11-14","2025-11-30",16,3,3,6,"No Show","Refunded","67680.00","8121.60","75801.60","37511.68","2025-10-11","Honeymoon package","Agoda","24 hours before check-in","Indian","2025-10-15 14:55:13"
"IND002076",3894,6,292,"2025-09-12","2025-09-15",3,4,3,7,"Confirmed","Refunded","86538.00","10384.56","96922.56","10429.51","2025-07-10","Vegetarian meals only","Walk-in","24 hours before check-in","Indian","2025-07-07 14:55:13"
"IND002077",45,23,1031,"2025-08-09","2025-08-21",12,2,2,4,"Checked In","Refunded","231696.00","27803.52","259499.52","166945.49","2025-07-06","Ayurvedic spa booking","Website","24 hours before check-in","Indian","2025-07-14 14:55:13"
"IND002078",254,41,667,"2025-12-10","2025-12-25",15,3,4,7,"Confirmed","Refunded","140955.00","16914.60","157869.60","105371.53","2025-10-24","None","Phone","24 hours before check-in","Foreign","2025-11-09 14:55:13"
"IND002079",3243,35,2693,"2025-10-08","2025-10-14",6,4,3,7,"No Show","Partial","77388.00","9286.56","86674.56","81465.24","2025-09-02","Wedding arrangements","Agoda","24 hours before check-in","Indian","2025-09-30 14:55:13"
"IND002080",7343,7,669,"2026-03-15","2026-04-03",19,1,2,3,"Pending","Refunded","405422.00","48650.64","454072.64","405065.07","2025-12-24","Early check-out","Phone","24 hours before check-in","Indian","2026-02-07 14:55:13"
"IND002081",3369,30,42,"2025-07-02","2025-07-11",9,1,0,1,"Checked Out","Pending","229869.00","27584.28","257453.28","82662.68","2025-04-28","Early check-out","OYO","24 hours before check-in","Foreign","2025-05-06 14:55:13"
"IND002082",5149,12,1265,"2025-10-23","2025-10-27",4,3,1,4,"No Show","Pending","68188.00","8182.56","76370.56","63249.88","2025-10-01","High floor room","OYO","24 hours before check-in","Indian","2025-09-29 14:55:13"
"IND002083",4629,28,193,"2025-05-10","2025-05-25",15,2,2,4,"Checked In","Paid","49260.00","5911.20","55171.20","34836.11","2025-05-03","Cultural tour arrangement","Website","24 hours before check-in","Foreign","2025-04-15 14:55:13"
"IND002084",437,42,621,"2025-06-10","2025-06-23",13,5,4,9,"No Show","Pending","308607.00","37032.84","345639.84","101042.99","2025-06-01","Birthday surprise","Agoda","24 hours before check-in","Foreign","2025-04-10 14:55:13"
"IND002085",6201,20,2296,"2025-07-31","2025-08-20",20,5,3,8,"Checked In","Refunded","251620.00","30194.40","281814.40","235521.97","2025-07-19","None","Booking.com","24 hours before check-in","Indian","2025-05-06 14:55:13"
"IND002086",2932,3,307,"2025-08-28","2025-09-09",12,6,3,9,"No Show","Refunded","148140.00","17776.80","165916.80","29816.47","2025-07-05","Extra towels","Walk-in","24 hours before check-in","Indian","2025-06-02 14:55:13"
"IND002087",2249,37,1132,"2026-03-19","2026-03-24",5,3,0,3,"Checked In","Partial","162110.00","19453.20","181563.20","131018.36","2026-01-30","Cultural tour arrangement","OYO","24 hours before check-in","Foreign","2026-02-03 14:55:13"
"IND002088",5519,18,823,"2025-11-02","2025-11-06",4,6,1,7,"No Show","Refunded","26036.00","3124.32","29160.32","6887.17","2025-10-13","Birthday surprise","OYO","24 hours before check-in","Foreign","2025-08-23 14:55:13"
"IND002089",6677,6,1816,"2025-10-20","2025-10-30",10,5,0,5,"Checked In","Partial","232680.00","27921.60","260601.60","229991.38","2025-09-11","Vegetarian meals only","Website","24 hours before check-in","Foreign","2025-08-14 14:55:13"
"IND002090",166,37,2931,"2025-10-09","2025-10-25",16,3,2,5,"No Show","Pending","273472.00","32816.64","306288.64","38812.73","2025-08-21","Quiet room","Corporate","24 hours before check-in","Indian","2025-08-03 14:55:13"
"IND002091",7696,29,2123,"2026-03-16","2026-03-30",14,6,1,7,"No Show","Paid","236432.00","28371.84","264803.84","144922.64","2026-02-04","Vegetarian meals only","Walk-in","24 hours before check-in","Indian","2026-01-03 14:55:13"
"IND002092",901,23,1582,"2025-07-15","2025-07-25",10,4,4,8,"Cancelled","Pending","223320.00","26798.40","250118.40","236369.39","2025-05-18","Vegetarian meals only","OYO","24 hours before check-in","Indian","2025-06-09 14:55:13"
"IND002093",1468,13,341,"2026-02-14","2026-02-20",6,5,2,7,"Checked Out","Partial","99960.00","11995.20","111955.20","26420.50","2026-01-19","Birthday surprise","Booking.com","24 hours before check-in","Indian","2026-02-03 14:55:13"
"IND002094",4485,41,251,"2026-03-19","2026-04-03",15,4,4,8,"Checked Out","Pending","537645.00","64517.40","602162.40","156278.25","2026-02-09","Quiet room","Agoda","24 hours before check-in","Foreign","2026-01-31 14:55:13"
"IND002095",2848,17,2262,"2025-10-21","2025-10-30",9,3,3,6,"Checked Out","Partial","127233.00","15267.96","142500.96","56568.40","2025-10-15","High floor room","Website","24 hours before check-in","Indian","2025-10-01 14:55:13"
"IND002096",119,23,2247,"2026-04-15","2026-04-18",3,3,0,3,"Confirmed","Partial","57870.00","6944.40","64814.40","51362.31","2026-02-09","Honeymoon package","Phone","24 hours before check-in","Foreign","2026-03-02 14:55:13"
"IND002097",5459,11,37,"2025-11-12","2025-11-28",16,4,1,5,"Confirmed","Refunded","450896.00","54107.52","505003.52","271605.73","2025-09-30","Wedding arrangements","Website","24 hours before check-in","Foreign","2025-08-27 14:55:13"
"IND002098",1026,30,733,"2026-01-08","2026-01-20",12,6,1,7,"Cancelled","Paid","90420.00","10850.40","101270.40","16317.78","2025-12-02","Honeymoon package","Booking.com","24 hours before check-in","Indian","2025-12-12 14:55:13"
"IND002099",2547,23,104,"2025-07-11","2025-07-27",16,4,0,4,"Cancelled","Paid","101808.00","12216.96","114024.96","13028.18","2025-06-25","High floor room","Website","24 hours before check-in","Foreign","2025-04-16 14:55:13"
"IND002100",213,16,1179,"2025-05-25","2025-06-04",10,4,0,4,"Cancelled","Refunded","318400.00","38208.00","356608.00","288614.36","2025-04-26","Cultural tour arrangement","Agoda","24 hours before check-in","Indian","2025-05-17 14:55:13"
"IND002101",2440,11,2602,"2025-09-02","2025-09-04",2,4,4,8,"Checked Out","Paid","73868.00","8864.16","82732.16","21019.81","2025-08-21","High floor room","Agoda","24 hours before check-in","Indian","2025-08-15 14:55:13"
"IND002102",6069,2,2040,"2025-08-09","2025-08-26",17,4,2,6,"Pending","Refunded","124712.00","14965.44","139677.44","106614.18","2025-07-06","Honeymoon package","Agoda","24 hours before check-in","Indian","2025-07-04 14:55:13"
"IND002103",1636,17,2504,"2026-02-03","2026-02-05",2,1,0,1,"No Show","Refunded","76336.00","9160.32","85496.32","24779.91","2025-12-15","Airport pickup","Agoda","24 hours before check-in","Indian","2026-01-27 14:55:13"
"IND002104",6474,49,1073,"2026-02-09","2026-02-21",12,4,1,5,"Confirmed","Pending","248820.00","29858.40","278678.40","121686.87","2026-02-01","Quiet room","OYO","24 hours before check-in","Foreign","2025-12-12 14:55:13"
"IND002105",5124,32,97,"2026-02-06","2026-02-17",11,3,0,3,"Checked Out","Paid","377047.00","45245.64","422292.64","95800.95","2026-01-18","Honeymoon package","Travel Agent","24 hours before check-in","Foreign","2025-12-28 14:55:13"
"IND002106",884,29,1968,"2025-07-22","2025-08-09",18,2,4,6,"No Show","Pending","411750.00","49410.00","461160.00","145729.56","2025-06-04","Early check-out","Walk-in","24 hours before check-in","Foreign","2025-06-29 14:55:13"
"IND002107",3129,32,293,"2025-12-17","2025-12-22",5,2,4,6,"Confirmed","Pending","61140.00","7336.80","68476.80","61007.93","2025-10-05","Extra towels","Corporate","24 hours before check-in","Foreign","2025-10-10 14:55:13"
"IND002108",3263,8,668,"2025-07-14","2025-07-20",6,5,4,9,"No Show","Refunded","24432.00","2931.84","27363.84","26415.56","2025-05-13","Honeymoon package","OYO","24 hours before check-in","Indian","2025-05-18 14:55:13"
"IND002109",5706,9,155,"2025-08-28","2025-08-30",2,5,3,8,"Checked Out","Partial","9736.00","1168.32","10904.32","3682.56","2025-08-04","None","Agoda","24 hours before check-in","Indian","2025-08-23 14:55:13"
"IND002110",3529,50,705,"2025-09-01","2025-09-17",16,5,3,8,"Checked Out","Partial","437712.00","52525.44","490237.44","332192.02","2025-06-03","Quiet room","Booking.com","24 hours before check-in","Indian","2025-08-01 14:55:13"
