"maintenance_id","hotel_id","room_id","issue_type","priority","description","reported_date","reported_by","assigned_staff","status","completion_date","cost_inr","gst_amount_inr","total_cost_inr","parts_used","vendor_involved","guest_impact","follow_up_required","warranty_applicable","created_at","updated_at"
"MNT000208",29,616,"Carpentry","Medium","WiFi connectivity issue","2025-04-18 15:57:10","EMP0553","EMP0781","In Progress","2025-04-28 15:57:10","332.27","59.81","392.08","Lock Mechanism","In-house","Major",False,True,"2025-04-18 15:57:10","2025-04-28 15:57:10"
"MNT000209",17,2757,"Plumbing","Low","Geyser not heating water","2025-07-31 15:57:10","EMP0005","EMP0028","Cancelled","2025-08-03 15:57:10","1727.14","310.89","2038.03","Geyser Element","In-house","Minor",False,False,"2025-07-31 15:57:10","2025-08-03 15:57:10"
"MNT000210",26,796,"Lock Repair","High","Balcony door handle broken","2025-03-20 15:57:10","EMP0002","EMP0336","Cancelled","2025-03-22 15:57:10","4377.04","787.87","5164.91","Door Handle","In-house","None",True,True,"2025-03-20 15:57:10","2025-03-22 15:57:10"
"MNT000211",34,424,"Ceiling Fan","High","Geyser not heating water","2025-06-08 15:57:10","EMP0761","EMP0222","On Hold","2025-06-27 15:57:10","6213.50","1118.43","7331.93","Fan Belt","Local Contractor","Major",True,False,"2025-06-08 15:57:10","2025-06-27 15:57:10"
"MNT000212",12,55,"Pest Control","High","Carpet cleaning required","2025-04-22 15:57:10","EMP0086","EMP0550","On Hold","2025-05-02 15:57:10","1391.33","250.44","1641.77","Lock Mechanism","In-house","Minor",False,False,"2025-04-22 15:57:10","2025-05-02 15:57:10"
"MNT000213",12,829,"AC Repair","High","Ceiling fan making noise","2025-05-26 15:57:10","EMP0334","EMP0763","On Hold","2025-06-13 15:57:10","5915.67","1064.82","6980.49","Tap Washer","In-house","None",False,False,"2025-05-26 15:57:10","2025-06-13 15:57:10"
"MNT000214",7,2131,"Plumbing","Critical","Paint peeling off walls","2025-08-11 15:57:10","EMP0296","EMP0370","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",True,False,"2025-08-11 15:57:10","2025-08-19 15:57:10"
"MNT000215",6,1860,"Furniture Repair","High","Bathroom exhaust fan noise","2025-03-06 15:57:10","EMP0112","EMP0689","Open","2025-03-23 15:57:10","3217.26","579.11","3796.37","AC Filter","Local Contractor","Major",True,False,"2025-03-06 15:57:10","2025-03-23 15:57:10"
"MNT000216",6,NULL,"TV/Electronics","Low","Geyser not heating water","2025-03-13 15:57:10","EMP0337","EMP0546","On Hold","2025-03-25 15:57:10","2103.51","378.63","2482.14","Paint","In-house","Major",False,False,"2025-03-13 15:57:10","2025-03-25 15:57:10"
"MNT000217",6,NULL,"Pest Control","Low","Mini-bar not working","2025-03-04 15:57:10","EMP0754","EMP0172","In Progress","2025-03-21 15:57:10","2189.64","394.14","2583.78","Light Bulb","Brand Service Center","None",True,False,"2025-03-04 15:57:10","2025-03-21 15:57:10"
"MNT000218",14,NULL,"Geyser Repair","High","Bed sheet stains","2025-07-19 15:57:10","EMP0417","EMP0389","Open","2025-07-26 15:57:10","1466.10","263.90","1730.00","AC Filter","In-house","Major",False,True,"2025-07-19 15:57:10","2025-07-26 15:57:10"
"MNT000219",15,42,"AC Repair","Critical","Paint peeling off walls","2025-04-17 15:57:10","EMP0266","EMP0208","Cancelled","2025-05-05 15:57:10","22301.89","4014.34","26316.23","Fan Belt","Local Contractor","Minor",True,True,"2025-04-17 15:57:10","2025-05-05 15:57:10"
"MNT000220",31,1512,"Painting","High","WiFi connectivity issue","2025-05-04 15:57:10","EMP0518","EMP0734","On Hold","2025-05-24 15:57:10","3127.71","562.99","3690.70","Light Bulb","In-house","None",False,True,"2025-05-04 15:57:10","2025-05-24 15:57:10"
"MNT000221",18,2209,"Carpentry","Critical","Balcony door handle broken","2025-03-05 15:57:10","EMP0163","EMP0333","Cancelled","2025-03-21 15:57:10","11166.18","2009.91","13176.09","Geyser Element","Local Contractor","None",True,True,"2025-03-05 15:57:10","2025-03-21 15:57:10"
"MNT000222",2,NULL,"Electrical","Medium","Bathroom tap leaking","2025-06-16 15:57:10","EMP0795","EMP0445","Completed","2025-06-25 15:57:10","890.02","160.20","1050.22","AC Filter","In-house","Minor",False,True,"2025-06-16 15:57:10","2025-06-25 15:57:10"
"MNT000223",8,2689,"Lock Repair","Low","Balcony door handle broken","2025-02-22 15:57:10","EMP0519","EMP0546","On Hold","2025-03-06 15:57:10","2866.66","516.00","3382.66","Tap Washer","In-house","Minor",False,True,"2025-02-22 15:57:10","2025-03-06 15:57:10"
"MNT000224",27,2281,"Window Repair","Critical","Mini-bar not working","2025-06-15 15:57:10","EMP0589","EMP0623","On Hold","2025-06-16 15:57:10","23521.21","4233.82","27755.03","Fan Belt","In-house","Major",False,True,"2025-06-15 15:57:10","2025-06-16 15:57:10"
"MNT000225",48,NULL,"Furniture Repair","Medium","Bed sheet stains","2025-03-26 15:57:10","EMP0528","EMP0550","Cancelled","2025-04-09 15:57:10","2770.70","498.73","3269.43","Geyser Element","Local Contractor","Major",True,False,"2025-03-26 15:57:10","2025-04-09 15:57:10"
"MNT000226",16,2663,"WiFi Issues","High","Mini-bar not working","2025-05-07 15:57:10","EMP0428","EMP0246","Completed","2025-05-10 15:57:10","4540.17","817.23","5357.40","Remote Battery","Local Contractor","None",True,True,"2025-05-07 15:57:10","2025-05-10 15:57:10"
"MNT000227",6,2825,"Furniture Repair","High","AC not cooling properly","2025-07-24 15:57:10","EMP0502","EMP0314","Cancelled","2025-08-10 15:57:10","6693.28","1204.79","7898.07","Tap Washer","Local Contractor","Minor",True,True,"2025-07-24 15:57:10","2025-08-10 15:57:10"
"MNT000228",1,NULL,"Room Cleaning","Low","WiFi connectivity issue","2025-08-11 15:57:10","EMP0332","EMP0470","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-08-11 15:57:10","2025-08-19 15:57:10"
"MNT000229",42,1130,"Furniture Repair","High","Bathroom exhaust fan noise","2025-04-07 15:57:10","EMP0397","EMP0659","Cancelled","2025-04-25 15:57:10","5973.69","1075.26","7048.95","Fan Belt","Local Contractor","Major",True,False,"2025-04-07 15:57:10","2025-04-25 15:57:10"
"MNT000230",5,655,"Room Cleaning","Low","Bathroom exhaust fan noise","2025-07-03 15:57:10","EMP0424","EMP0329","Cancelled","2025-07-20 15:57:10","2665.43","479.78","3145.21","Tap Washer","Local Contractor","None",True,False,"2025-07-03 15:57:10","2025-07-20 15:57:10"
"MNT000231",1,793,"Carpentry","Medium","Bathroom exhaust fan noise","2025-04-03 15:57:10","EMP0160","EMP0728","Cancelled","2025-04-11 15:57:10","293.92","52.91","346.83","Remote Battery","In-house","Minor",False,True,"2025-04-03 15:57:10","2025-04-11 15:57:10"
"MNT000232",48,356,"Room Cleaning","Critical","Carpet cleaning required","2025-02-24 15:57:10","EMP0356","EMP0517","On Hold","2025-02-26 15:57:10","23821.78","4287.92","28109.70","AC Filter","Local Contractor","None",False,False,"2025-02-24 15:57:10","2025-02-26 15:57:10"
"MNT000233",1,1852,"Electrical","High","Mini-bar not working","2025-06-19 15:57:10","EMP0286","EMP0199","On Hold","2025-06-24 15:57:10","7057.60","1270.37","8327.97","Fan Belt","Brand Service Center","Minor",False,False,"2025-06-19 15:57:10","2025-06-24 15:57:10"
"MNT000234",18,1018,"AC Repair","Low","Mini-bar not working","2025-07-23 15:57:10","EMP0649","EMP0480","In Progress","2025-08-01 15:57:10","2442.77","439.70","2882.47","Fan Belt","Local Contractor","Minor",True,True,"2025-07-23 15:57:10","2025-08-01 15:57:10"
"MNT000235",49,1754,"Geyser Repair","Critical","Paint peeling off walls","2025-02-28 15:57:10","EMP0533","EMP0501","On Hold","2025-03-14 15:57:10","22901.54","4122.28","27023.82","Tap Washer","Local Contractor","Major",True,False,"2025-02-28 15:57:10","2025-03-14 15:57:10"
"MNT000236",4,2364,"Bathroom Fixtures","Low","Geyser not heating water","2025-07-03 15:57:10","EMP0058","EMP0433","Cancelled","2025-07-10 15:57:10","1740.07","313.21","2053.28","Geyser Element","In-house","Minor",True,True,"2025-07-03 15:57:10","2025-07-10 15:57:10"
"MNT000237",20,1591,"Electrical","High","Mini-bar not working","2025-07-17 15:57:10","EMP0117","EMP0360","On Hold","2025-08-07 15:57:10","5550.70","999.13","6549.83","AC Filter","Brand Service Center","Minor",True,False,"2025-07-17 15:57:10","2025-08-07 15:57:10"
"MNT000238",30,532,"Bathroom Fixtures","Medium","Bathroom exhaust fan noise","2025-06-16 15:57:10","EMP0123","EMP0457","Open","2025-06-25 15:57:10","825.52","148.59","974.11","Paint","In-house","Minor",False,True,"2025-06-16 15:57:10","2025-06-25 15:57:10"
"MNT000239",26,NULL,"Window Repair","Medium","Window blind repair","2025-03-31 15:57:10","EMP0482","EMP0798","Cancelled","2025-04-14 15:57:10","465.79","83.84","549.63","Tap Washer","In-house","Major",True,True,"2025-03-31 15:57:10","2025-04-14 15:57:10"
"MNT000240",6,NULL,"Carpentry","Low","Balcony door handle broken","2025-04-07 15:57:10","EMP0061","EMP0305","Open","2025-04-09 15:57:10","307.48","55.35","362.83","Lock Mechanism","In-house","Minor",True,False,"2025-04-07 15:57:10","2025-04-09 15:57:10"
"MNT000241",46,2382,"Geyser Repair","Low","Paint peeling off walls","2025-07-11 15:57:10","EMP0025","EMP0490","On Hold","2025-07-17 15:57:10","2788.16","501.87","3290.03","Fan Belt","Brand Service Center","Major",True,False,"2025-07-11 15:57:10","2025-07-17 15:57:10"
"MNT000242",6,2118,"WiFi Issues","Low","Mini-bar not working","2025-07-31 15:57:10","EMP0417","EMP0723","Cancelled","2025-08-05 15:57:10","1840.45","331.28","2171.73","Lock Mechanism","In-house","Minor",True,True,"2025-07-31 15:57:10","2025-08-05 15:57:10"
"MNT000243",8,1805,"Ceiling Fan","Medium","Light bulb replacement needed","2025-05-03 15:57:10","EMP0024","EMP0661","Cancelled","2025-05-04 15:57:10","1097.79","197.60","1295.39","None","In-house","Major",True,False,"2025-05-03 15:57:10","2025-05-04 15:57:10"
"MNT000244",40,1809,"AC Repair","Medium","Bathroom exhaust fan noise","2025-04-19 15:57:10","EMP0293","EMP0357","Open","2025-05-09 15:57:10","1514.88","272.68","1787.56","Light Bulb","In-house","Minor",False,False,"2025-04-19 15:57:10","2025-05-09 15:57:10"
"MNT000245",47,1312,"Painting","Medium","Room door lock issue","2025-03-05 15:57:10","EMP0319","EMP0743","Cancelled","2025-03-08 15:57:10","1822.81","328.11","2150.92","Tap Washer","In-house","Major",True,False,"2025-03-05 15:57:10","2025-03-08 15:57:10"
"MNT000246",47,146,"Plumbing","Low","Bed sheet stains","2025-06-24 15:57:10","EMP0283","EMP0540","In Progress","2025-07-15 15:57:10","1916.81","345.03","2261.84","Geyser Element","In-house","Major",True,False,"2025-06-24 15:57:10","2025-07-15 15:57:10"
"MNT000247",30,2273,"Window Repair","Low","Geyser not heating water","2025-07-09 15:57:10","EMP0617","EMP0615","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-07-09 15:57:10","2025-08-19 15:57:10"
"MNT000248",23,NULL,"Electrical","Medium","Carpet cleaning required","2025-06-27 15:57:10","EMP0151","EMP0115","Cancelled","2025-06-30 15:57:10","1456.73","262.21","1718.94","Light Bulb","In-house","Minor",False,True,"2025-06-27 15:57:10","2025-06-30 15:57:10"
"MNT000249",20,NULL,"Carpentry","High","Carpet cleaning required","2025-07-06 15:57:10","EMP0489","EMP0754","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-07-06 15:57:10","2025-08-19 15:57:10"
"MNT000250",40,NULL,"TV/Electronics","Critical","Bathroom exhaust fan noise","2025-05-28 15:57:10","EMP0772","EMP0480","Cancelled","2025-06-11 15:57:10","8059.81","1450.77","9510.58","Geyser Element","Local Contractor","None",True,False,"2025-05-28 15:57:10","2025-06-11 15:57:10"
"MNT000251",40,2787,"Electrical","Low","Geyser not heating water","2025-07-11 15:57:10","EMP0712","EMP0661","On Hold","2025-07-19 15:57:10","1573.60","283.25","1856.85","None","In-house","Major",False,False,"2025-07-11 15:57:10","2025-07-19 15:57:10"
"MNT000252",7,1631,"AC Repair","Low","Bathroom exhaust fan noise","2025-08-15 15:57:10","EMP0104","EMP0661","Open","2025-08-16 15:57:10","784.30","141.17","925.47","Paint","In-house","None",True,True,"2025-08-15 15:57:10","2025-08-16 15:57:10"
"MNT000253",21,1607,"TV/Electronics","Critical","Window blind repair","2025-04-19 15:57:10","EMP0591","EMP0455","Completed","2025-04-28 15:57:10","19404.01","3492.72","22896.73","Geyser Element","In-house","Minor",False,True,"2025-04-19 15:57:10","2025-04-28 15:57:10"
"MNT000254",30,1701,"Lock Repair","High","Geyser not heating water","2025-05-10 15:57:10","EMP0540","EMP0704","Cancelled","2025-05-18 15:57:10","5512.85","992.31","6505.16","Remote Battery","Brand Service Center","Major",False,False,"2025-05-10 15:57:10","2025-05-18 15:57:10"
"MNT000255",47,1129,"Geyser Repair","Critical","Bed sheet stains","2025-04-04 15:57:10","EMP0011","EMP0493","In Progress","2025-04-12 15:57:10","10521.76","1893.92","12415.68","Tap Washer","Brand Service Center","Major",False,True,"2025-04-04 15:57:10","2025-04-12 15:57:10"
"MNT000256",2,2229,"Furniture Repair","Medium","Ceiling fan making noise","2025-03-30 15:57:10","EMP0095","EMP0029","Completed","2025-04-10 15:57:10","1417.70","255.19","1672.89","Remote Battery","In-house","Minor",False,False,"2025-03-30 15:57:10","2025-04-10 15:57:10"
"MNT000257",21,1136,"Bathroom Fixtures","Critical","Bed sheet stains","2025-08-13 15:57:10","EMP0025","EMP0375","Completed","2025-08-16 15:57:10","16890.72","3040.33","19931.05","AC Filter","Brand Service Center","None",False,True,"2025-08-13 15:57:10","2025-08-16 15:57:10"
"MNT000258",28,NULL,"TV/Electronics","High","Window blind repair","2025-04-10 15:57:10","EMP0112","EMP0462","Completed","2025-04-15 15:57:10","5567.25","1002.11","6569.36","AC Filter","Local Contractor","Minor",True,False,"2025-04-10 15:57:10","2025-04-15 15:57:10"
"MNT000259",15,NULL,"Bathroom Fixtures","Medium","Carpet cleaning required","2025-03-29 15:57:10","EMP0350","EMP0105","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-03-29 15:57:10","2025-08-19 15:57:10"
"MNT000260",36,1256,"Painting","High","Mini-bar not working","2025-04-24 15:57:10","EMP0525","EMP0553","Cancelled","2025-04-25 15:57:10","2151.66","387.30","2538.96","Geyser Element","In-house","Major",True,False,"2025-04-24 15:57:10","2025-04-25 15:57:10"
"MNT000261",19,NULL,"Room Cleaning","High","Window blind repair","2025-03-11 15:57:10","EMP0731","EMP0701","Cancelled","2025-03-12 15:57:10","7230.85","1301.55","8532.40","Paint","In-house","None",True,False,"2025-03-11 15:57:10","2025-03-12 15:57:10"
"MNT000262",35,2843,"TV/Electronics","Low","WiFi connectivity issue","2025-07-13 15:57:10","EMP0277","EMP0254","In Progress","2025-07-25 15:57:10","2867.70","516.19","3383.89","Light Bulb","Local Contractor","Minor",False,False,"2025-07-13 15:57:10","2025-07-25 15:57:10"
"MNT000263",16,785,"Room Cleaning","Medium","Bathroom tap leaking","2025-03-13 15:57:10","EMP0787","EMP0503","Open","2025-03-27 15:57:10","1574.17","283.35","1857.52","Lock Mechanism","In-house","Major",True,False,"2025-03-13 15:57:10","2025-03-27 15:57:10"
"MNT000264",2,1502,"AC Repair","Low","Bathroom exhaust fan noise","2025-05-04 15:57:10","EMP0561","EMP0457","Completed","2025-05-11 15:57:10","593.05","106.75","699.80","Light Bulb","In-house","Minor",False,False,"2025-05-04 15:57:10","2025-05-11 15:57:10"
"MNT000265",28,2685,"Electrical","Critical","Bathroom tap leaking","2025-03-05 15:57:10","EMP0583","EMP0638","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-03-05 15:57:10","2025-08-19 15:57:10"
"MNT000266",8,1818,"Room Cleaning","Low","WiFi connectivity issue","2025-05-26 15:57:10","EMP0116","EMP0413","Completed","2025-06-05 15:57:10","1722.44","310.04","2032.48","Door Handle","In-house","Major",True,True,"2025-05-26 15:57:10","2025-06-05 15:57:10"
"MNT000267",11,435,"Lock Repair","High","Balcony door handle broken","2025-07-08 15:57:10","EMP0778","EMP0316","Cancelled","2025-07-23 15:57:10","6825.25","1228.54","8053.79","Paint","Brand Service Center","Major",False,False,"2025-07-08 15:57:10","2025-07-23 15:57:10"
"MNT000268",3,NULL,"Bathroom Fixtures","High","Carpet cleaning required","2025-04-10 15:57:10","EMP0345","EMP0597","Cancelled","2025-04-30 15:57:10","2797.23","503.50","3300.73","Remote Battery","In-house","Major",True,False,"2025-04-10 15:57:10","2025-04-30 15:57:10"
"MNT000269",5,2336,"Electrical","Critical","Balcony door handle broken","2025-04-20 15:57:10","EMP0417","EMP0470","On Hold","2025-04-28 15:57:10","24670.49","4440.69","29111.18","AC Filter","Brand Service Center","Major",False,False,"2025-04-20 15:57:10","2025-04-28 15:57:10"
"MNT000270",23,2634,"AC Repair","Critical","Bed sheet stains","2025-05-24 15:57:10","EMP0799","EMP0658","Open","2025-06-04 15:57:10","14997.21","2699.50","17696.71","Tap Washer","In-house","Minor",True,False,"2025-05-24 15:57:10","2025-06-04 15:57:10"
"MNT000271",32,2361,"Electrical","Low","Bed sheet stains","2025-03-11 15:57:10","EMP0075","EMP0543","In Progress","2025-03-13 15:57:10","2623.47","472.22","3095.69","None","Local Contractor","None",True,True,"2025-03-11 15:57:10","2025-03-13 15:57:10"
"MNT000272",35,2646,"Lock Repair","High","Bathroom tap leaking","2025-04-16 15:57:10","EMP0687","EMP0485","Completed",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",False,False,"2025-04-16 15:57:10","2025-08-19 15:57:10"
"MNT000273",15,898,"Pest Control","Critical","Room door lock issue","2025-08-07 15:57:10","EMP0570","EMP0368","In Progress","2025-08-08 15:57:10","10660.50","1918.89","12579.39","Geyser Element","Local Contractor","Minor",False,True,"2025-08-07 15:57:10","2025-08-08 15:57:10"
"MNT000274",47,1831,"Plumbing","Medium","Balcony door handle broken","2025-06-27 15:57:10","EMP0482","EMP0721","Completed","2025-06-29 15:57:10","762.66","137.28","899.94","Paint","In-house","Major",True,True,"2025-06-27 15:57:10","2025-06-29 15:57:10"
"MNT000275",23,2313,"WiFi Issues","Critical","Mini-bar not working","2025-07-22 15:57:10","EMP0132","EMP0251","In Progress","2025-08-08 15:57:10","3798.88","683.80","4482.68","AC Filter","In-house","None",False,False,"2025-07-22 15:57:10","2025-08-08 15:57:10"
"MNT000276",9,2583,"AC Repair","Low","Window blind repair","2025-06-04 15:57:10","EMP0629","EMP0187","On Hold","2025-06-18 15:57:10","1501.88","270.34","1772.22","Door Handle","In-house","Major",False,False,"2025-06-04 15:57:10","2025-06-18 15:57:10"
"MNT000277",11,2781,"Carpentry","Critical","Bathroom tap leaking","2025-03-28 15:57:10","EMP0518","EMP0172","Completed","2025-04-13 15:57:10","8056.33","1450.14","9506.47","Remote Battery","In-house","None",False,True,"2025-03-28 15:57:10","2025-04-13 15:57:10"
"MNT000278",4,581,"Plumbing","Low","Light bulb replacement needed","2025-03-04 15:57:10","EMP0504","EMP0159","Cancelled","2025-03-08 15:57:10","265.40","47.77","313.17","Remote Battery","In-house","None",True,False,"2025-03-04 15:57:10","2025-03-08 15:57:10"
"MNT000279",42,1520,"TV/Electronics","Low","Balcony door handle broken","2025-07-21 15:57:10","EMP0638","EMP0790","Completed","2025-07-31 15:57:10","1466.46","263.96","1730.42","Geyser Element","In-house","None",False,True,"2025-07-21 15:57:10","2025-07-31 15:57:10"
"MNT000280",21,36,"Lock Repair","Medium","Light bulb replacement needed","2025-07-22 15:57:10","EMP0743","EMP0335","In Progress","2025-07-25 15:57:10","2927.58","526.96","3454.54","Tap Washer","Local Contractor","None",False,False,"2025-07-22 15:57:10","2025-07-25 15:57:10"
"MNT000281",44,289,"Furniture Repair","Low","Carpet cleaning required","2025-03-28 15:57:10","EMP0663","EMP0558","Open","2025-04-03 15:57:10","2512.79","452.30","2965.09","Remote Battery","In-house","Minor",True,False,"2025-03-28 15:57:10","2025-04-03 15:57:10"
"MNT000282",49,678,"Lock Repair","Critical","Mini-bar not working","2025-02-24 15:57:10","EMP0686","EMP0681","Cancelled","2025-03-10 15:57:10","16366.36","2945.94","19312.30","Paint","Brand Service Center","Minor",False,False,"2025-02-24 15:57:10","2025-03-10 15:57:10"
"MNT000283",9,NULL,"Room Cleaning","Critical","Room door lock issue","2025-04-18 15:57:10","EMP0302","EMP0296","Open","2025-04-22 15:57:10","9691.05","1744.39","11435.44","Geyser Element","Local Contractor","None",False,False,"2025-04-18 15:57:10","2025-04-22 15:57:10"
"MNT000284",7,1536,"Room Cleaning","Low","Light bulb replacement needed","2025-03-03 15:57:10","EMP0766","EMP0595","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-03-03 15:57:10","2025-08-19 15:57:10"
"MNT000285",25,1455,"AC Repair","Low","Room door lock issue","2025-08-15 15:57:10","EMP0224","EMP0637","Cancelled","2025-08-25 15:57:10","2483.73","447.07","2930.80","None","In-house","Minor",False,False,"2025-08-15 15:57:10","2025-08-25 15:57:10"
"MNT000286",40,NULL,"Painting","High","Balcony door handle broken","2025-06-25 15:57:10","EMP0053","EMP0429","On Hold","2025-07-05 15:57:10","4658.78","838.58","5497.36","Door Handle","Local Contractor","Major",False,False,"2025-06-25 15:57:10","2025-07-05 15:57:10"
"MNT000287",14,389,"WiFi Issues","Critical","Geyser not heating water","2025-03-22 15:57:10","EMP0382","EMP0372","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-03-22 15:57:10","2025-08-19 15:57:10"
"MNT000288",19,1493,"Geyser Repair","High","TV remote not working","2025-03-03 15:57:10","EMP0059","EMP0075","Completed","2025-03-18 15:57:10","5882.45","1058.84","6941.29","Geyser Element","Brand Service Center","None",True,True,"2025-03-03 15:57:10","2025-03-18 15:57:10"
"MNT000289",22,143,"WiFi Issues","Medium","Paint peeling off walls","2025-05-01 15:57:10","EMP0656","EMP0394","Cancelled","2025-05-17 15:57:10","409.44","73.70","483.14","Remote Battery","In-house","None",True,False,"2025-05-01 15:57:10","2025-05-17 15:57:10"
"MNT000290",22,1895,"Carpentry","Critical","Light bulb replacement needed","2025-04-23 15:57:10","EMP0737","EMP0016","On Hold","2025-05-09 15:57:10","19305.69","3475.02","22780.71","Tap Washer","Local Contractor","None",True,True,"2025-04-23 15:57:10","2025-05-09 15:57:10"
"MNT000291",41,2548,"Bathroom Fixtures","Critical","Bathroom tap leaking","2025-07-15 15:57:10","EMP0549","EMP0634","Completed","2025-08-05 15:57:10","13692.27","2464.61","16156.88","Remote Battery","Local Contractor","None",True,False,"2025-07-15 15:57:10","2025-08-05 15:57:10"
"MNT000292",38,NULL,"Pest Control","Low","Ceiling fan making noise","2025-03-13 15:57:10","EMP0275","EMP0559","Open","2025-03-19 15:57:10","1591.25","286.43","1877.68","Lock Mechanism","In-house","Minor",False,False,"2025-03-13 15:57:10","2025-03-19 15:57:10"
"MNT000293",11,2672,"Electrical","Low","Window blind repair","2025-05-14 15:57:10","EMP0378","EMP0021","On Hold","2025-05-31 15:57:10","1167.09","210.08","1377.17","AC Filter","In-house","Major",False,True,"2025-05-14 15:57:10","2025-05-31 15:57:10"
"MNT000294",39,969,"Bathroom Fixtures","High","Carpet cleaning required","2025-03-30 15:57:10","EMP0331","EMP0059","Completed","2025-03-31 15:57:10","3438.47","618.92","4057.39","Fan Belt","In-house","None",False,True,"2025-03-30 15:57:10","2025-03-31 15:57:10"
"MNT000295",49,2283,"Pest Control","Critical","TV remote not working","2025-07-16 15:57:10","EMP0501","EMP0771","Completed","2025-08-02 15:57:10","6576.16","1183.71","7759.87","Light Bulb","Brand Service Center","None",False,True,"2025-07-16 15:57:10","2025-08-02 15:57:10"
"MNT000296",22,30,"Lock Repair","Low","Paint peeling off walls","2025-06-22 15:57:10","EMP0161","EMP0694","Completed","2025-07-12 15:57:10","2936.41","528.55","3464.96","Tap Washer","Local Contractor","Minor",True,False,"2025-06-22 15:57:10","2025-07-12 15:57:10"
"MNT000297",30,2185,"Ceiling Fan","Critical","Paint peeling off walls","2025-04-12 15:57:10","EMP0376","EMP0355","Open","2025-04-13 15:57:10","5728.09","1031.06","6759.15","Light Bulb","Brand Service Center","Minor",True,True,"2025-04-12 15:57:10","2025-04-13 15:57:10"
"MNT000298",40,2567,"Geyser Repair","Critical","Window blind repair","2025-07-31 15:57:10","EMP0567","EMP0756","Completed","2025-08-12 15:57:10","21781.55","3920.68","25702.23","Geyser Element","Brand Service Center","None",True,True,"2025-07-31 15:57:10","2025-08-12 15:57:10"
"MNT000299",41,2497,"Electrical","Medium","WiFi connectivity issue","2025-03-01 15:57:10","EMP0553","EMP0696","In Progress","2025-03-18 15:57:10","564.86","101.67","666.53","Fan Belt","In-house","None",False,False,"2025-03-01 15:57:10","2025-03-18 15:57:10"
"MNT000300",44,771,"AC Repair","Critical","Ceiling fan making noise","2025-06-10 15:57:10","EMP0135","EMP0018","Completed","2025-06-11 15:57:10","11012.61","1982.27","12994.88","Door Handle","Local Contractor","Major",True,False,"2025-06-10 15:57:10","2025-06-11 15:57:10"
"MNT000301",25,2611,"Lock Repair","Medium","WiFi connectivity issue","2025-06-11 15:57:10","EMP0594","EMP0204","Open","2025-07-01 15:57:10","372.22","67.00","439.22","Remote Battery","In-house","None",False,True,"2025-06-11 15:57:10","2025-07-01 15:57:10"
"MNT000302",49,2766,"Electrical","High","Carpet cleaning required","2025-05-25 15:57:10","EMP0242","EMP0546","Open",NULL,"0.00","0.00","0.00",NULL,"In-house","Major",True,False,"2025-05-25 15:57:10","2025-08-19 15:57:10"
"MNT000303",25,972,"Ceiling Fan","Medium","Carpet cleaning required","2025-08-04 15:57:10","EMP0021","EMP0221","On Hold","2025-08-25 15:57:10","860.61","154.91","1015.52","Remote Battery","In-house","Major",True,True,"2025-08-04 15:57:10","2025-08-25 15:57:10"
"MNT000304",19,255,"Window Repair","Critical","Mini-bar not working","2025-05-11 15:57:10","EMP0708","EMP0722","Cancelled",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-05-11 15:57:10","2025-08-19 15:57:10"
"MNT000305",6,2031,"Ceiling Fan","Critical","Mini-bar not working","2025-06-09 15:57:10","EMP0330","EMP0015","Completed","2025-06-28 15:57:10","19782.98","3560.94","23343.92","Paint","In-house","Major",False,False,"2025-06-09 15:57:10","2025-06-28 15:57:10"
"MNT000306",25,852,"Ceiling Fan","High","TV remote not working","2025-03-14 15:57:10","EMP0245","EMP0419","On Hold",NULL,"0.00","0.00","0.00",NULL,"In-house","Minor",False,False,"2025-03-14 15:57:10","2025-08-19 15:57:10"
"MNT000307",10,NULL,"Painting","Low","Geyser not heating water","2025-08-19 15:57:10","EMP0281","EMP0698","In Progress",NULL,"0.00","0.00","0.00",NULL,"In-house","None",True,False,"2025-08-19 15:57:10","2025-08-19 15:57:10"
"MNT000308",5,NULL,"Room Cleaning","High","Paint peeling off walls","2025-07-16 15:57:10","EMP0334","EMP0168","In Progress","2025-08-03 15:57:10","5292.66","952.68","6245.34","Tap Washer","Brand Service Center","None",False,True,"2025-07-16 15:57:10","2025-08-03 15:57:10"
"MNT000309",8,384,"TV/Electronics","High","Mini-bar not working","2025-06-01 15:57:10","EMP0697","EMP0231","On Hold","2025-06-21 15:57:10","6801.98","1224.36","8026.34","Light Bulb","Local Contractor","Major",True,False,"2025-06-01 15:57:10","2025-06-21 15:57:10"
