"room_id","hotel_id","room_number","room_type","bed_type","capacity","size_sqft","base_price_inr","current_status","floor_number","view_type","amenities","gst_rate_percent","created_at","updated_at"
1779,17,"1334","Honeymoon Suite","Twin",5,903,"17155.00","Occupied",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1780,46,"639","Pool View","Single",3,1376,"2703.00","Occupied",6,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1781,44,"216","Business Room","Single",4,931,"7031.00","Available",2,"Garden View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1782,17,"1944","Luxury Villa","Twin",3,466,"32444.00","Maintenance",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1783,3,"2014","Palace Room","Twin",1,1153,"11394.00","Occupied",2,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1784,12,"1510","Business Room","Twin",2,375,"5235.00","Out of Order",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1785,24,"1122","Pool View","Double",1,1337,"4226.00","Out of Order",1,"Lake View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1786,20,"638","Maharaja Suite","Double",2,285,"24587.00","Out of Order",6,"Garden View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1787,20,"233","Standard AC","Double",6,1292,"7174.00","Out of Order",2,"Heritage View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1788,48,"1933","Honeymoon Suite","Twin",5,988,"33863.00","Maintenance",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1789,5,"1531","Traditional Haveli Room","Single",5,839,"15629.00","Out of Order",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1790,1,"938","Pool View","King",5,965,"2941.00","Maintenance",9,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1791,11,"1706","Business Room","Queen",8,972,"5835.00","Maintenance",1,"Lake View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1792,49,"1520","Honeymoon Suite","Double",6,1024,"22683.00","Housekeeping",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1793,46,"629","Pool View","Single",3,454,"3008.00","Available",6,"City View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1794,17,"1150","Standard AC","Queen",2,1133,"4600.00","Housekeeping",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1795,41,"544","Palace Room","Twin",8,811,"15773.00","Maintenance",5,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1796,31,"204","Royal Suite","Twin",7,798,"31900.00","Occupied",2,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1797,34,"1338","Pool View","Queen",3,1359,"2629.00","Occupied",1,"Forest View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1798,26,"240","Heritage Room","Double",3,1097,"15056.00","Maintenance",2,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1799,20,"1218","Heritage Room","Queen",7,400,"19390.00","Out of Order",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1800,50,"1123","Traditional Haveli Room","Twin",3,1143,"24852.00","Housekeeping",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1801,10,"524","Family Suite","King",6,1391,"19238.00","Available",5,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1802,13,"1645","Presidential Suite","Single",5,1406,"17103.00","Housekeeping",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1803,40,"334","Honeymoon Suite","Twin",8,1171,"19034.00","Out of Order",3,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1804,44,"1222","Traditional Haveli Room","Queen",8,1232,"8352.00","Out of Order",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1805,5,"1515","Royal Suite","Twin",5,622,"23308.00","Occupied",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1806,20,"1201","Executive Room","Double",4,1260,"12316.00","Housekeeping",1,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1807,4,"1210","Luxury Villa","King",3,516,"10080.00","Housekeeping",1,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1808,25,"217","Royal Suite","Twin",6,1321,"10907.00","Available",2,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1809,4,"1931","Honeymoon Suite","Single",6,1125,"9311.00","Occupied",1,"Forest View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1810,48,"720","Maharaja Suite","Queen",3,380,"20848.00","Available",7,"Mountain View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1811,42,"124","Presidential Suite","King",7,1319,"33762.00","Available",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1812,16,"448","Luxury Villa","Double",7,965,"10937.00","Housekeeping",4,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1813,10,"326","Honeymoon Suite","Twin",5,526,"17587.00","Maintenance",3,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1814,3,"1125","Family Suite","King",4,1202,"32150.00","Maintenance",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1815,14,"120","Garden View","Twin",4,316,"5147.00","Available",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1816,31,"625","Business Room","Single",1,486,"4068.00","Occupied",6,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1817,6,"1728","Palace Room","Queen",7,1083,"18002.00","Occupied",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1818,45,"912","Traditional Haveli Room","Queen",3,1086,"20206.00","Occupied",9,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1819,32,"1420","Pool View","Single",5,1214,"6621.00","Maintenance",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1820,20,"1006","Luxury Villa","Double",1,1417,"22136.00","Available",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1821,42,"438","Heritage Room","Single",8,1282,"9356.00","Available",4,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1822,32,"1948","Presidential Suite","Queen",2,368,"31295.00","Maintenance",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1823,8,"1328","Maharaja Suite","Single",7,1199,"20831.00","Occupied",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1824,44,"1302","Presidential Suite","King",5,492,"13879.00","Occupied",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1825,48,"207","Family Suite","King",1,824,"34997.00","Out of Order",2,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1826,25,"1914","Deluxe AC","King",3,1443,"14865.00","Housekeeping",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1827,50,"1747","Deluxe AC","King",3,832,"13751.00","Occupied",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1828,24,"1839","Business Room","King",2,612,"4574.00","Maintenance",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1829,49,"416","Palace Room","Double",1,1193,"6436.00","Housekeeping",4,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1830,4,"646","Business Room","Single",7,1256,"3645.00","Available",6,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1831,23,"1050","Honeymoon Suite","Double",3,241,"15898.00","Out of Order",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1832,26,"1936","Pool View","King",4,301,"7860.00","Occupied",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1833,46,"918","Palace Room","King",8,1080,"8417.00","Maintenance",9,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1834,37,"344","Maharaja Suite","Twin",6,814,"30414.00","Maintenance",3,"Lake View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1835,19,"1623","Standard AC","Twin",7,1210,"6249.00","Housekeeping",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1836,46,"1337","Garden View","Single",2,1311,"2907.00","Available",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1837,36,"136","Standard AC","Queen",3,652,"7776.00","Out of Order",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1838,39,"317","Royal Suite","Double",6,1188,"16757.00","Maintenance",3,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1839,14,"1624","Standard AC","Queen",2,218,"5933.00","Available",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1840,43,"1406","Palace Room","Twin",2,1386,"12933.00","Available",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1841,43,"2006","Traditional Haveli Room","Double",1,859,"16563.00","Available",2,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1842,32,"1723","Presidential Suite","Twin",6,1151,"21302.00","Out of Order",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1843,50,"735","Executive Room","Single",6,682,"10465.00","Out of Order",7,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1844,16,"640","Maharaja Suite","Double",6,687,"17850.00","Maintenance",6,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1845,10,"1150","Deluxe AC","Queen",5,661,"14935.00","Occupied",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1846,2,"124","Business Room","Double",5,357,"5491.00","Housekeeping",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1847,49,"123","Palace Room","King",2,953,"20892.00","Housekeeping",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1848,41,"2032","Executive Room","Single",5,429,"7798.00","Housekeeping",2,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1849,27,"116","Executive Room","King",6,1030,"5047.00","Out of Order",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1850,41,"1809","Royal Suite","King",1,1449,"15530.00","Available",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1851,35,"1826","Business Room","Single",5,677,"6100.00","Out of Order",1,"Heritage View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1852,37,"1334","Presidential Suite","King",6,811,"27402.00","Out of Order",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1853,27,"840","Pool View","Single",5,255,"5815.00","Available",8,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1854,30,"221","Maharaja Suite","Queen",5,1307,"19164.00","Housekeeping",2,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1855,17,"1442","Executive Room","Single",5,760,"9113.00","Occupied",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1856,47,"2050","Heritage Room","Single",8,798,"14800.00","Maintenance",2,"Pool View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1857,49,"1706","Executive Room","Queen",1,714,"8637.00","Available",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1858,38,"1718","Luxury Villa","Single",6,732,"13226.00","Housekeeping",1,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1859,23,"1041","Palace Room","Queen",4,1096,"10532.00","Available",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1860,25,"1511","Palace Room","Single",5,740,"24719.00","Occupied",1,"City View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1861,48,"1812","Executive Room","Single",5,1184,"4177.00","Housekeeping",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1862,21,"1713","Palace Room","King",2,1435,"18328.00","Out of Order",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1863,2,"1945","Pool View","Double",2,1367,"5210.00","Housekeeping",1,"Heritage View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1864,36,"1646","Standard AC","Double",7,446,"6537.00","Maintenance",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1865,4,"1321","Family Suite","Single",1,596,"34800.00","Housekeeping",1,"City View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1866,31,"1707","Royal Suite","King",8,1012,"28677.00","Maintenance",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1867,46,"443","Garden View","King",5,472,"6135.00","Occupied",4,"City View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1868,13,"225","Standard AC","Queen",7,1083,"4611.00","Out of Order",2,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1869,25,"834","Heritage Room","Queen",4,1240,"19960.00","Out of Order",8,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1870,5,"417","Deluxe AC","Single",2,1375,"14448.00","Housekeeping",4,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1871,31,"128","Maharaja Suite","Twin",6,1303,"31805.00","Available",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1872,19,"1738","Deluxe AC","Twin",1,822,"8711.00","Available",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1873,13,"1145","Standard AC","King",7,1001,"7381.00","Maintenance",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1874,23,"1534","Royal Suite","Double",5,1292,"26102.00","Occupied",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1875,26,"220","Standard AC","King",7,206,"5326.00","Housekeeping",2,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1876,36,"1644","Traditional Haveli Room","Single",4,855,"16687.00","Available",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1877,12,"444","Presidential Suite","Queen",3,988,"25613.00","Maintenance",4,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1878,27,"829","Traditional Haveli Room","Double",3,534,"15135.00","Available",8,"City View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1879,15,"2030","Palace Room","Queen",5,923,"22190.00","Housekeeping",2,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1880,28,"130","Pool View","Single",5,867,"5744.00","Housekeeping",1,"City View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1881,7,"1733","Heritage Room","Twin",4,859,"17745.00","Available",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1882,20,"1345","Honeymoon Suite","Twin",2,890,"10701.00","Occupied",1,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1883,16,"129","Heritage Room","Twin",1,309,"21400.00","Available",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1884,36,"1005","Pool View","King",1,1424,"3155.00","Maintenance",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1885,23,"606","Presidential Suite","Twin",5,822,"16406.00","Housekeeping",6,"Forest View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1886,31,"130","Luxury Villa","Single",1,1270,"30189.00","Out of Order",1,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1887,23,"147","Business Room","Double",1,1046,"3394.00","Housekeeping",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1888,26,"445","Palace Room","Queen",2,1102,"16512.00","Maintenance",4,"Sea View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1889,48,"1201","Presidential Suite","Double",1,989,"33458.00","Out of Order",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1890,27,"1842","Traditional Haveli Room","Queen",8,1413,"8230.00","Maintenance",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1891,31,"104","Maharaja Suite","Double",1,581,"16917.00","Occupied",1,"Lake View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1892,30,"1916","Heritage Room","Twin",5,528,"21057.00","Housekeeping",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1893,15,"1641","Traditional Haveli Room","King",5,1051,"20354.00","Maintenance",1,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1894,27,"836","Executive Room","Queen",1,1340,"10837.00","Housekeeping",8,"Garden View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1895,2,"2018","Deluxe AC","Double",2,550,"10898.00","Occupied",2,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1896,31,"1525","Deluxe AC","Double",2,616,"5031.00","Occupied",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Living Area, Butler Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1897,39,"1703","Maharaja Suite","Double",2,1127,"15576.00","Maintenance",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Balcony, Room Service","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1898,48,"317","Garden View","Single",4,331,"5110.00","Occupied",3,"City View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1899,1,"1737","Standard AC","Single",6,574,"5215.00","Occupied",1,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1900,16,"619","Executive Room","Single",3,766,"14063.00","Available",6,"City View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1901,23,"1012","Palace Room","Single",1,470,"23879.00","Occupied",1,"Pool View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1902,50,"1025","Executive Room","Single",2,583,"9660.00","Occupied",1,"Heritage View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1903,22,"927","Honeymoon Suite","Queen",1,279,"28364.00","Maintenance",9,"Forest View","AC, WiFi, TV, Safe, Kitchenette, Dining Area","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1904,32,"2009","Traditional Haveli Room","Single",4,1138,"19174.00","Available",2,"Sea View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1905,29,"712","Honeymoon Suite","Single",7,869,"22353.00","Available",7,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Tea/Coffee Maker","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1906,49,"1447","Traditional Haveli Room","Single",8,1050,"13050.00","Available",1,"City View","AC, WiFi, TV, Mini-bar, Safe, Spa Bath, Private Garden","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
1907,50,"2002","Deluxe AC","King",4,842,"13760.00","Occupied",2,"Mountain View","AC, WiFi, TV, Mini-bar, Safe, Jacuzzi, Heritage Decor","12.00","2025-08-19 00:00:00","2025-08-19 00:00:00"
