"inventory_id","hotel_id","item_name","category","current_stock","minimum_stock","maximum_stock","unit_of_measure","unit_price_inr","total_value_inr","gst_rate_percent","supplier_name","supplier_contact","supplier_gst","last_ordered_date","next_order_date","expiry_date","storage_location","hsn_code","created_at","updated_at"
"INV000503",1,"Hotel Item 503","Room Supplies",2263,339,6336,"sets","338.48","765980.24","28.00","Hotel Essentials India","+91-93662-28885","64ABCDE9224Z5F1","2025-07-25","2025-09-27","2026-07-14","Main Store","251378","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000504",23,"Hotel Item 504","Kitchen Supplies",1437,215,4023,"packets","365.62","525395.94","28.00","Indian Hotel Supplies Ltd","+91-91591-90188","43ABCDE1022Z5F1","2025-08-10","2025-09-18","2026-07-02","Housekeeping Store","790654","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000505",12,"Hotel Item 505","Room Supplies",1478,221,4138,"units","921.92","1362597.76","18.00","Indian Hotel Supplies Ltd","+91-64562-45324","16ABCDE4934Z5F1","2025-07-29","2025-10-01","2026-09-09","Main Store","225628","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000506",22,"Hotel Item 506","Kitchen Supplies",2196,329,6148,"packets","1096.43","2407760.28","5.00","Hotel Essentials India","+91-68343-49029","36ABCDE7661Z5F1","2025-06-20","2025-10-03",NULL,"Housekeeping Store","112523","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000507",3,"Hotel Item 507","Amenities",570,85,1596,"sets","28.23","16091.10","28.00","Indian Hotel Supplies Ltd","+91-73760-93932","58ABCDE4949Z5F1","2025-06-03","2025-10-02",NULL,"Housekeeping Store","331988","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000508",46,"Hotel Item 508","Kitchen Supplies",1564,234,4379,"pieces","323.24","505547.36","28.00","Hotel Essentials India","+91-97865-30986","26ABCDE9945Z5F1","2025-07-10","2025-09-25",NULL,"Kitchen Store","184265","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000509",40,"Hotel Item 509","Kitchen Supplies",1635,245,4578,"rolls","122.79","200761.65","28.00","Indian Hotel Supplies Ltd","+91-71763-29189","31ABCDE6421Z5F1","2025-05-11","2025-10-01","2027-04-16","Main Store","479174","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000510",39,"Hotel Item 510","Kitchen Supplies",895,134,2506,"bottles","934.92","836753.40","18.00","Hotel Essentials India","+91-83484-17799","45ABCDE4479Z5F1","2025-04-30","2025-09-18","2025-12-03","Kitchen Store","230931","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000511",36,"Hotel Item 511","Amenities",782,117,2189,"units","917.11","717180.02","28.00","Indian Hotel Supplies Ltd","+91-62385-16509","88ABCDE9290Z5F1","2025-05-10","2025-09-23","2028-06-13","Housekeeping Store","807141","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000512",22,"Hotel Item 512","Room Supplies",1660,249,4648,"packets","398.26","661111.60","5.00","Indian Hotel Supplies Ltd","+91-71444-30077","19ABCDE5595Z5F1","2025-05-27","2025-08-31",NULL,"Kitchen Store","420332","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000513",30,"Hotel Item 513","Room Supplies",1283,192,3592,"sets","45.52","58402.16","18.00","Hotel Essentials India","+91-78201-61799","96ABCDE6815Z5F1","2025-06-19","2025-09-17",NULL,"Main Store","808619","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000514",5,"Hotel Item 514","Kitchen Supplies",1693,253,4740,"sets","672.81","1139067.33","28.00","Hotel Essentials India","+91-75382-31724","79ABCDE5439Z5F1","2025-06-06","2025-09-02","2026-11-06","Main Store","883617","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000515",26,"Hotel Item 515","Bathroom Supplies",1584,237,4435,"pieces","730.17","1156589.28","28.00","Indian Hotel Supplies Ltd","+91-66718-54717","93ABCDE3003Z5F1","2025-05-02","2025-09-30","2027-04-14","Housekeeping Store","950983","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000516",25,"Hotel Item 516","Bathroom Supplies",84,12,235,"packets","587.45","49345.80","5.00","Indian Hotel Supplies Ltd","+91-78501-18517","11ABCDE2859Z5F1","2025-05-22","2025-09-26","2027-06-20","Kitchen Store","283157","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000517",33,"Hotel Item 517","Amenities",2609,391,7305,"units","1300.81","3393813.29","12.00","Indian Hotel Supplies Ltd","+91-79041-77549","13ABCDE2665Z5F1","2025-05-03","2025-09-11",NULL,"Kitchen Store","225122","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000518",5,"Hotel Item 518","Amenities",1566,234,4384,"units","1053.29","1649452.14","5.00","Hotel Essentials India","+91-98718-25753","76ABCDE9837Z5F1","2025-06-14","2025-08-26","2027-06-04","Main Store","155347","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000519",42,"Hotel Item 519","Amenities",2401,360,6722,"sets","480.59","1153896.59","5.00","Indian Hotel Supplies Ltd","+91-96480-64353","18ABCDE2466Z5F1","2025-07-20","2025-08-21","2026-11-21","Housekeeping Store","248185","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000520",1,"Hotel Item 520","Amenities",1394,209,3903,"sets","244.90","341390.60","28.00","Indian Hotel Supplies Ltd","+91-63095-44592","36ABCDE6657Z5F1","2025-08-07","2025-09-09","2028-05-13","Housekeeping Store","260419","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000521",46,"Hotel Item 521","Kitchen Supplies",2499,374,6997,"rolls","785.44","1962814.56","28.00","Hotel Essentials India","+91-99247-96126","45ABCDE1261Z5F1","2025-07-30","2025-09-29",NULL,"Housekeeping Store","818134","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000522",19,"Hotel Item 522","Amenities",1201,180,3362,"bottles","1423.62","1709767.62","12.00","Hotel Essentials India","+91-94547-10774","33ABCDE1479Z5F1","2025-04-21","2025-09-29","2028-07-06","Housekeeping Store","485158","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000523",22,"Hotel Item 523","Bathroom Supplies",2508,376,7022,"packets","311.14","780339.12","5.00","Indian Hotel Supplies Ltd","+91-66534-35099","58ABCDE4093Z5F1","2025-06-26","2025-09-14","2027-10-29","Kitchen Store","243996","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000524",39,"Hotel Item 524","Room Supplies",690,103,1931,"units","254.81","175818.90","12.00","Indian Hotel Supplies Ltd","+91-94944-50738","71ABCDE8643Z5F1","2025-06-27","2025-08-30","2027-04-15","Kitchen Store","938419","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000525",44,"Hotel Item 525","Room Supplies",292,43,817,"bottles","836.74","244328.08","18.00","Hotel Essentials India","+91-96685-11038","53ABCDE7525Z5F1","2025-05-28","2025-09-26","2027-04-11","Kitchen Store","609961","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000526",33,"Hotel Item 526","Amenities",1931,289,5406,"pieces","569.75","1100187.25","5.00","Hotel Essentials India","+91-72129-17990","16ABCDE7290Z5F1","2025-07-05","2025-08-29",NULL,"Kitchen Store","636741","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000527",32,"Hotel Item 527","Amenities",1292,193,3617,"bottles","230.85","298258.20","18.00","Indian Hotel Supplies Ltd","+91-95336-49263","45ABCDE3607Z5F1","2025-07-31","2025-08-30","2026-06-25","Main Store","426873","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000528",37,"Hotel Item 528","Bathroom Supplies",1298,194,3634,"rolls","736.22","955613.56","5.00","Hotel Essentials India","+91-83520-29209","36ABCDE4423Z5F1","2025-05-16","2025-09-26","2025-12-05","Main Store","374383","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000529",38,"Hotel Item 529","Bathroom Supplies",1219,182,3413,"rolls","298.58","363969.02","5.00","Indian Hotel Supplies Ltd","+91-76384-65161","15ABCDE3583Z5F1","2025-05-14","2025-08-25","2028-04-23","Main Store","465292","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000530",29,"Hotel Item 530","Kitchen Supplies",2920,438,8175,"bottles","76.04","222036.80","28.00","Indian Hotel Supplies Ltd","+91-82660-75317","41ABCDE4878Z5F1","2025-07-01","2025-09-04",NULL,"Kitchen Store","526829","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000531",17,"Hotel Item 531","Amenities",1542,231,4317,"bottles","44.30","68310.60","5.00","Hotel Essentials India","+91-97445-35370","68ABCDE6249Z5F1","2025-08-14","2025-10-03",NULL,"Kitchen Store","163313","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000532",42,"Hotel Item 532","Room Supplies",2795,419,7825,"packets","290.62","812282.90","12.00","Indian Hotel Supplies Ltd","+91-92496-67697","80ABCDE8058Z5F1","2025-08-15","2025-08-30","2028-06-08","Housekeeping Store","757356","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000533",4,"Hotel Item 533","Amenities",337,50,943,"rolls","876.49","295377.13","5.00","Indian Hotel Supplies Ltd","+91-87197-41085","36ABCDE2558Z5F1","2025-07-20","2025-09-03",NULL,"Main Store","931060","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000534",37,"Hotel Item 534","Kitchen Supplies",2762,414,7733,"rolls","692.11","1911607.82","12.00","Hotel Essentials India","+91-69669-65188","85ABCDE7831Z5F1","2025-07-27","2025-08-23",NULL,"Kitchen Store","851655","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000535",26,"Hotel Item 535","Amenities",2577,386,7215,"bottles","1004.68","2589060.36","18.00","Hotel Essentials India","+91-92010-81565","53ABCDE1506Z5F1","2025-05-04","2025-09-30","2027-02-24","Main Store","273483","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000536",12,"Hotel Item 536","Kitchen Supplies",1175,176,3290,"bottles","367.93","432317.75","18.00","Hotel Essentials India","+91-77678-67827","96ABCDE2123Z5F1","2025-05-11","2025-09-23",NULL,"Housekeeping Store","827830","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000537",12,"Hotel Item 537","Kitchen Supplies",1114,167,3119,"units","332.17","370037.38","5.00","Indian Hotel Supplies Ltd","+91-63820-13710","30ABCDE9330Z5F1","2025-05-17","2025-09-03",NULL,"Kitchen Store","915232","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000538",13,"Hotel Item 538","Kitchen Supplies",431,64,1206,"units","560.30","241489.30","5.00","Indian Hotel Supplies Ltd","+91-89880-70468","82ABCDE2484Z5F1","2025-06-30","2025-08-22",NULL,"Main Store","754186","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000539",17,"Hotel Item 539","Kitchen Supplies",1763,264,4936,"packets","61.21","107913.23","12.00","Hotel Essentials India","+91-82222-36956","16ABCDE7682Z5F1","2025-04-26","2025-09-25","2028-06-24","Housekeeping Store","961719","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000540",5,"Hotel Item 540","Bathroom Supplies",1325,198,3709,"bottles","24.29","32184.25","28.00","Indian Hotel Supplies Ltd","+91-89291-80683","74ABCDE1307Z5F1","2025-06-20","2025-09-27",NULL,"Main Store","326720","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000541",4,"Hotel Item 541","Room Supplies",193,28,540,"units","1432.47","276466.71","12.00","Indian Hotel Supplies Ltd","+91-62570-14549","19ABCDE7185Z5F1","2025-05-06","2025-09-27",NULL,"Main Store","828770","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000542",24,"Hotel Item 542","Room Supplies",462,69,1293,"units","582.23","268990.26","18.00","Hotel Essentials India","+91-62963-54225","75ABCDE9489Z5F1","2025-08-02","2025-09-08",NULL,"Main Store","805116","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000543",16,"Hotel Item 543","Amenities",2972,445,8321,"pieces","1087.71","3232674.12","12.00","Hotel Essentials India","+91-66000-68324","28ABCDE5468Z5F1","2025-04-29","2025-09-15","2027-07-30","Kitchen Store","288199","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000544",4,"Hotel Item 544","Kitchen Supplies",98,14,274,"units","765.21","74990.58","28.00","Indian Hotel Supplies Ltd","+91-92257-21943","74ABCDE7879Z5F1","2025-05-20","2025-08-23",NULL,"Housekeeping Store","332080","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000545",23,"Hotel Item 545","Room Supplies",52,7,145,"units","935.19","48629.88","12.00","Indian Hotel Supplies Ltd","+91-64021-27488","27ABCDE9432Z5F1","2025-07-27","2025-10-03","2026-08-13","Kitchen Store","371443","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000546",50,"Hotel Item 546","Room Supplies",226,33,632,"pieces","1169.31","264264.06","18.00","Hotel Essentials India","+91-65480-61006","57ABCDE3294Z5F1","2025-06-25","2025-09-27",NULL,"Housekeeping Store","954642","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000547",20,"Hotel Item 547","Amenities",2860,429,8007,"sets","114.65","327899.00","28.00","Indian Hotel Supplies Ltd","+91-75570-66589","26ABCDE6969Z5F1","2025-08-17","2025-09-15","2026-06-12","Kitchen Store","165088","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000548",3,"Hotel Item 548","Kitchen Supplies",1578,236,4418,"pieces","1141.22","1800845.16","5.00","Hotel Essentials India","+91-83142-59506","56ABCDE9223Z5F1","2025-08-01","2025-09-27",NULL,"Housekeeping Store","504052","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000549",6,"Hotel Item 549","Room Supplies",172,25,481,"packets","572.46","98463.12","28.00","Hotel Essentials India","+91-73261-25922","74ABCDE2514Z5F1","2025-06-11","2025-08-24","2026-08-02","Main Store","871932","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000550",36,"Hotel Item 550","Kitchen Supplies",2059,308,5765,"packets","1383.79","2849223.61","28.00","Hotel Essentials India","+91-92240-68042","88ABCDE9527Z5F1","2025-08-13","2025-10-02",NULL,"Housekeeping Store","700276","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000551",50,"Hotel Item 551","Room Supplies",2678,401,7498,"rolls","1294.70","3467206.60","5.00","Indian Hotel Supplies Ltd","+91-95436-80188","49ABCDE7697Z5F1","2025-08-05","2025-09-09",NULL,"Housekeeping Store","756493","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000552",30,"Hotel Item 552","Room Supplies",2047,307,5731,"pieces","602.97","1234279.59","28.00","Hotel Essentials India","+91-68435-51696","82ABCDE6626Z5F1","2025-07-21","2025-09-11","2026-04-03","Kitchen Store","479011","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000553",24,"Hotel Item 553","Bathroom Supplies",1024,153,2867,"packets","287.94","294850.56","18.00","Indian Hotel Supplies Ltd","+91-94297-98915","42ABCDE2128Z5F1","2025-07-11","2025-09-21","2027-03-31","Kitchen Store","417656","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000554",28,"Hotel Item 554","Kitchen Supplies",1679,251,4701,"sets","1255.77","2108437.83","5.00","Indian Hotel Supplies Ltd","+91-61473-59626","41ABCDE7942Z5F1","2025-07-01","2025-08-28",NULL,"Main Store","256090","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000555",20,"Hotel Item 555","Bathroom Supplies",1922,288,5381,"bottles","149.23","286820.06","5.00","Hotel Essentials India","+91-65943-49577","82ABCDE2726Z5F1","2025-05-31","2025-10-03","2026-12-09","Housekeeping Store","533676","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000556",28,"Hotel Item 556","Amenities",2327,349,6515,"units","790.25","1838911.75","5.00","Hotel Essentials India","+91-62463-67199","10ABCDE8430Z5F1","2025-08-06","2025-09-28",NULL,"Housekeeping Store","305135","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000557",36,"Hotel Item 557","Bathroom Supplies",2259,338,6325,"rolls","1133.81","2561276.79","28.00","Indian Hotel Supplies Ltd","+91-85508-15856","49ABCDE6875Z5F1","2025-08-02","2025-08-23",NULL,"Kitchen Store","235566","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000558",23,"Hotel Item 558","Amenities",744,111,2083,"packets","925.35","688460.40","28.00","Indian Hotel Supplies Ltd","+91-97046-70725","76ABCDE5902Z5F1","2025-05-21","2025-10-02","2026-09-16","Kitchen Store","236241","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000559",13,"Hotel Item 559","Room Supplies",578,86,1618,"rolls","1304.18","753816.04","28.00","Indian Hotel Supplies Ltd","+91-82897-26699","90ABCDE6056Z5F1","2025-08-07","2025-09-16","2028-03-15","Kitchen Store","248992","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000560",44,"Hotel Item 560","Amenities",1445,216,4045,"units","853.94","1233943.30","28.00","Indian Hotel Supplies Ltd","+91-91932-92345","96ABCDE1448Z5F1","2025-05-08","2025-09-26","2027-05-09","Main Store","101248","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000561",1,"Hotel Item 561","Room Supplies",595,89,1666,"pieces","1179.14","701588.30","18.00","Hotel Essentials India","+91-65902-99487","99ABCDE7311Z5F1","2025-05-11","2025-09-19","2027-10-24","Kitchen Store","899759","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000562",18,"Hotel Item 562","Bathroom Supplies",1587,238,4443,"pieces","1285.77","2040516.99","28.00","Hotel Essentials India","+91-94601-31934","44ABCDE2248Z5F1","2025-05-29","2025-09-21","2026-04-18","Main Store","901441","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000563",32,"Hotel Item 563","Room Supplies",843,126,2360,"packets","1359.83","1146336.69","18.00","Indian Hotel Supplies Ltd","+91-91825-95944","32ABCDE1547Z5F1","2025-06-13","2025-08-27","2027-03-14","Kitchen Store","188792","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000564",31,"Hotel Item 564","Kitchen Supplies",2903,435,8128,"rolls","204.10","592502.30","18.00","Indian Hotel Supplies Ltd","+91-71681-47630","75ABCDE7747Z5F1","2025-06-27","2025-08-31","2026-07-05","Kitchen Store","668187","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000565",24,"Hotel Item 565","Room Supplies",727,109,2035,"bottles","1023.54","744113.58","12.00","Indian Hotel Supplies Ltd","+91-65524-87528","42ABCDE1606Z5F1","2025-07-06","2025-08-30","2026-05-08","Housekeeping Store","166135","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000566",10,"Hotel Item 566","Amenities",1603,240,4488,"units","99.47","159450.41","5.00","Hotel Essentials India","+91-71172-91550","73ABCDE9531Z5F1","2025-07-06","2025-09-27","2026-07-27","Housekeeping Store","979577","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000567",33,"Hotel Item 567","Bathroom Supplies",828,124,2318,"sets","372.10","308098.80","12.00","Hotel Essentials India","+91-84753-47407","64ABCDE5623Z5F1","2025-08-06","2025-08-28",NULL,"Kitchen Store","459046","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000568",16,"Hotel Item 568","Kitchen Supplies",581,87,1626,"pieces","320.32","186105.92","18.00","Hotel Essentials India","+91-62685-95760","85ABCDE8278Z5F1","2025-04-27","2025-09-29","2026-09-17","Kitchen Store","396579","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000569",30,"Hotel Item 569","Bathroom Supplies",90,13,251,"sets","888.70","79983.00","28.00","Indian Hotel Supplies Ltd","+91-75716-91422","87ABCDE3273Z5F1","2025-06-29","2025-09-29",NULL,"Kitchen Store","468348","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000570",45,"Hotel Item 570","Bathroom Supplies",1401,210,3922,"bottles","303.10","424643.10","12.00","Indian Hotel Supplies Ltd","+91-74898-61100","23ABCDE4084Z5F1","2025-08-15","2025-09-23","2027-11-25","Housekeeping Store","241762","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000571",41,"Hotel Item 571","Kitchen Supplies",2999,449,8397,"packets","177.16","531302.84","12.00","Hotel Essentials India","+91-62678-75755","39ABCDE5692Z5F1","2025-07-09","2025-09-24","2027-04-29","Housekeeping Store","843254","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000572",33,"Hotel Item 572","Bathroom Supplies",863,129,2416,"pieces","628.95","542783.85","28.00","Indian Hotel Supplies Ltd","+91-71013-68557","21ABCDE8795Z5F1","2025-05-11","2025-09-07",NULL,"Main Store","172450","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000573",26,"Hotel Item 573","Amenities",2029,304,5681,"bottles","761.18","1544434.22","5.00","Hotel Essentials India","+91-71279-90369","19ABCDE1610Z5F1","2025-07-20","2025-08-26",NULL,"Kitchen Store","781438","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000574",6,"Hotel Item 574","Bathroom Supplies",2127,319,5955,"packets","1395.02","2967207.54","28.00","Indian Hotel Supplies Ltd","+91-96887-66971","87ABCDE8405Z5F1","2025-06-30","2025-09-26",NULL,"Main Store","550741","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000575",47,"Hotel Item 575","Room Supplies",1815,272,5082,"sets","304.13","551995.95","5.00","Hotel Essentials India","+91-64495-29748","68ABCDE3722Z5F1","2025-06-09","2025-09-12","2026-03-13","Main Store","754133","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000576",41,"Hotel Item 576","Bathroom Supplies",2915,437,8161,"packets","1027.79","2996007.85","5.00","Indian Hotel Supplies Ltd","+91-63075-17472","46ABCDE5577Z5F1","2025-05-09","2025-09-02","2027-07-19","Housekeeping Store","279579","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000577",16,"Hotel Item 577","Bathroom Supplies",408,61,1142,"rolls","40.16","16385.28","5.00","Indian Hotel Supplies Ltd","+91-91283-29112","28ABCDE8306Z5F1","2025-06-20","2025-09-12","2028-01-23","Housekeeping Store","280625","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000578",3,"Hotel Item 578","Kitchen Supplies",1616,242,4524,"sets","1241.38","2006070.08","28.00","Indian Hotel Supplies Ltd","+91-61272-24158","92ABCDE3322Z5F1","2025-05-19","2025-08-28",NULL,"Housekeeping Store","566918","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000579",14,"Hotel Item 579","Bathroom Supplies",1375,206,3849,"rolls","32.24","44330.00","18.00","Indian Hotel Supplies Ltd","+91-82942-40659","65ABCDE9114Z5F1","2025-05-12","2025-08-30",NULL,"Kitchen Store","752943","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000580",30,"Hotel Item 580","Room Supplies",1292,193,3617,"bottles","639.71","826505.32","12.00","Indian Hotel Supplies Ltd","+91-68271-35316","90ABCDE3377Z5F1","2025-07-23","2025-09-17",NULL,"Housekeeping Store","234096","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000581",36,"Hotel Item 581","Bathroom Supplies",1106,165,3096,"bottles","79.64","88081.84","18.00","Hotel Essentials India","+91-64931-62745","68ABCDE4510Z5F1","2025-06-24","2025-09-13","2028-07-17","Main Store","461465","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000582",10,"Hotel Item 582","Amenities",1922,288,5381,"rolls","251.30","482998.60","28.00","Indian Hotel Supplies Ltd","+91-91184-57114","13ABCDE4059Z5F1","2025-06-14","2025-09-03","2026-07-29","Housekeeping Store","234372","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000583",14,"Hotel Item 583","Kitchen Supplies",451,67,1262,"bottles","611.03","275574.53","18.00","Hotel Essentials India","+91-97616-25313","44ABCDE8541Z5F1","2025-08-07","2025-08-28",NULL,"Kitchen Store","300071","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000584",2,"Hotel Item 584","Bathroom Supplies",2175,326,6090,"bottles","176.53","383952.75","28.00","Hotel Essentials India","+91-97830-12834","23ABCDE8716Z5F1","2025-07-26","2025-08-23",NULL,"Housekeeping Store","486370","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000585",35,"Hotel Item 585","Kitchen Supplies",1557,233,4359,"rolls","566.25","881651.25","12.00","Hotel Essentials India","+91-64977-92892","41ABCDE5565Z5F1","2025-05-23","2025-08-27","2026-04-16","Housekeeping Store","994540","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000586",7,"Hotel Item 586","Kitchen Supplies",2307,346,6459,"pieces","977.58","2255277.06","28.00","Hotel Essentials India","+91-61954-56249","20ABCDE3084Z5F1","2025-06-03","2025-09-09",NULL,"Housekeeping Store","106666","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000587",13,"Hotel Item 587","Room Supplies",110,16,308,"units","1438.96","158285.60","12.00","Indian Hotel Supplies Ltd","+91-67792-38684","76ABCDE2498Z5F1","2025-04-22","2025-09-13",NULL,"Kitchen Store","923892","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000588",5,"Hotel Item 588","Amenities",159,23,445,"packets","1374.75","218585.25","12.00","Hotel Essentials India","+91-79110-52719","31ABCDE9393Z5F1","2025-08-15","2025-08-27","2027-10-22","Housekeeping Store","687089","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000589",1,"Hotel Item 589","Bathroom Supplies",1672,250,4681,"rolls","736.24","1230993.28","18.00","Hotel Essentials India","+91-99993-23313","97ABCDE9310Z5F1","2025-07-17","2025-09-07","2026-12-19","Housekeeping Store","604553","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000590",15,"Hotel Item 590","Bathroom Supplies",2974,446,8327,"packets","297.24","883991.76","18.00","Hotel Essentials India","+91-88866-77888","81ABCDE1047Z5F1","2025-08-06","2025-09-28",NULL,"Kitchen Store","135137","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000591",4,"Hotel Item 591","Bathroom Supplies",1938,290,5426,"sets","1382.43","2679149.34","18.00","Hotel Essentials India","+91-78632-36427","10ABCDE7537Z5F1","2025-06-17","2025-09-19","2027-06-19","Kitchen Store","951331","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000592",28,"Hotel Item 592","Bathroom Supplies",1374,206,3847,"sets","761.05","1045682.70","28.00","Hotel Essentials India","+91-84341-93659","50ABCDE1904Z5F1","2025-08-01","2025-09-09","2028-02-04","Kitchen Store","195066","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000593",43,"Hotel Item 593","Amenities",1342,201,3757,"units","1462.82","1963104.44","5.00","Indian Hotel Supplies Ltd","+91-91186-57946","54ABCDE2023Z5F1","2025-08-14","2025-09-28","2026-02-21","Main Store","766229","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000594",29,"Hotel Item 594","Kitchen Supplies",601,90,1682,"pieces","710.66","427106.66","18.00","Indian Hotel Supplies Ltd","+91-84416-42675","96ABCDE3423Z5F1","2025-07-14","2025-10-02","2027-02-10","Housekeeping Store","359759","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000595",22,"Hotel Item 595","Bathroom Supplies",57,8,159,"bottles","53.74","3063.18","12.00","Hotel Essentials India","+91-68463-49029","95ABCDE9468Z5F1","2025-08-06","2025-10-02",NULL,"Housekeeping Store","886569","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000596",25,"Hotel Item 596","Room Supplies",1739,260,4869,"bottles","1252.36","2177854.04","5.00","Hotel Essentials India","+91-65651-90624","59ABCDE7051Z5F1","2025-06-08","2025-09-15","2027-08-24","Main Store","843652","2025-08-19 00:00:00","2025-08-19 00:00:00"
"INV000597",21,"Hotel Item 597","Kitchen Supplies",2066,309,5784,"units","1478.61","3054808.26","18.00","Indian Hotel Supplies Ltd","+91-91216-79056","52ABCDE7072Z5F1","2025-05-21","2025-08-25",NULL,"Main Store","687051","2025-08-19 00:00:00","2025-08-19 00:00:00"
